item,itemLabel,surname,first name,start_year,end_year,GND
http://www.wikidata.org/entity/Q55849292,Andreas Freiherr Di Pauli von Treuheim,Dipauli,Andreas,1761,1839,104303735
http://www.wikidata.org/entity/Q55849446,Raymund Freiherr von Eberl,Eberl,Raimund,1766,1833,135735068
http://www.wikidata.org/entity/Q55850234,Erich Gasteiger von Raabenstein und Kobach,Gasteiger-Raabenstein-Kobach,Erich,1873,1938,136375197
http://www.wikidata.org/entity/Q55850452,Wilhelm Ritter von Gintl,Gintl,Wilhelm-Heinrich,1869,1943,117544841
http://www.wikidata.org/entity/Q55851122,Ludwig Haecker,Haecker,Ludwig-Friedrich,1822,1873,116359366
http://www.wikidata.org/entity/Q55851261,Pauline Halm,Flechner,Pauline,1842,1921,136926592
http://www.wikidata.org/entity/Q55851296,Viktor von Handel-Mazzetti,Handel-Mazzetti,Viktor,1844,1927,126763259
http://www.wikidata.org/entity/Q55851539,Hermann von Hayek,Hayek,Hermann,1880,1939,137578709
http://www.wikidata.org/entity/Q55851862,Albin Freiherr von Herbert,Herbert,Albin,1787,1834,135907039
http://www.wikidata.org/entity/Q55852910,Karol Jabłonowski,Jablonowski,Karl,1807,1885,136169309
http://www.wikidata.org/entity/Q55852968,Florentine Jarklowska,Foerster,Florentine,1826,1905,136270050
http://www.wikidata.org/entity/Q55852998,Eleonore Jeiteles,Jeiteles,Eleonore,1841,1918,1012882306
http://www.wikidata.org/entity/Q55853041,Franz Xaver Jordan,Jordan,Franz-Xaver,1741,1821,137666098
http://www.wikidata.org/entity/Q55853406,Pauline Kienzl,Kienzl,Pauline,1867,1919,116168714
http://www.wikidata.org/entity/Q55853806,Viktor Kolb,Kolb,Viktor,1856,1928,132213222
http://www.wikidata.org/entity/Q55853836,Camillo Freiherr Komers von Lindenbach,Komers-Lindenbach,Camillo,1839,1896,102266751
http://www.wikidata.org/entity/Q55854337,Peter Ladstätter,Ladstaetter,Peter,1816,1885,136413285
http://www.wikidata.org/entity/Q55882785,Johann Georg Elterlein,Elterlein,Johann-Georg,1806,1882,143682776
http://www.wikidata.org/entity/Q55882997,Josef Erwein,Erwein,Josef,1818,1909,143687638
http://www.wikidata.org/entity/Q55883062,Philipp Christoph von Bechthold,Bechtold,Philipp-Christoph,1747,1818,143889044
http://www.wikidata.org/entity/Q55883360,Josef Chiari,Chiari,Josef,1819,1867,143923404
http://www.wikidata.org/entity/Q55883549,Ignaz Csivich von Rohr,Csivich-Rohr,Ignaz,1752,1822,143929763
http://www.wikidata.org/entity/Q55883984,Franz von Gallois,Gallois,Franz,1770,1819,144036479
http://www.wikidata.org/entity/Q55884214,Josef von Döpfner,Doepfner,Josef,1825,1891,143955691
http://www.wikidata.org/entity/Q55884217,Dominik von Cazan,Cazan,Dominik,1755,1835,143921622
http://www.wikidata.org/entity/Q55884399,Johann Franz Guem,Guem,Johann-Franz,1755,1815,1011400812
http://www.wikidata.org/entity/Q55884784,Wenzel Gerstäcker von Simplon,Gerstaecker-Simplon,Wenzel,1786,1836,144044730
http://www.wikidata.org/entity/Q55884932,August von Genczik,Genczik,August,1810,1864,144043661
http://www.wikidata.org/entity/Q55885693,Ferdinand Fleischer von Eichenkranz,Fleischer-Eichenkranz,Ferdinand,1777,1841,144031744
http://www.wikidata.org/entity/Q55885762,Ignaz Grassl von Rechten,Grassl-Rechten,Ignaz,1795,1889,101138535X
http://www.wikidata.org/entity/Q55885821,Franz Greutter,Greutter,Franz,1822,1889,1011385872
http://www.wikidata.org/entity/Q55885985,Anton Hetz,Hetz,Anton,1830,1900,1011852454
http://www.wikidata.org/entity/Q55886733,Simon Holaus,Holaus,Simon,1814,1895,1012035190
http://www.wikidata.org/entity/Q55886742,Maximilian Holaus,Holaus,Maximilian,1823,1882,1012043908
http://www.wikidata.org/entity/Q55886767,Benedikt Hönig von Hönigsberg,Hoenig-Hoenigsberg,Benedikt,1813,1877,1012046605
http://www.wikidata.org/entity/Q55887367,Peter Alcantara Budik,Budik,Peter,1792,1858,143917137
http://www.wikidata.org/entity/Q55907932,Gottlieb Klotz,Klotz,Gottlieb,1780,1834,1013478827
http://www.wikidata.org/entity/Q55907934,Karol Bernard Kogl,Kogl,Karol-Bernard,1763,1839,1013666283
http://www.wikidata.org/entity/Q55908066,Johann Paul König,Koenig,Johann-Paul,1790,1840,1013862538
http://www.wikidata.org/entity/Q55909315,Joseph Schallgruber,Schallgruber,Josef-Franz,1769,1824,117620092
http://www.wikidata.org/entity/Q55914191,Joseph Ferdinand Kloss,Kloss,Joseph-Ferdinand,1807,1883,139638806
http://www.wikidata.org/entity/Q55916192,Nikola Algarotti,Udina,Nikola,1791,1838,135948614
http://www.wikidata.org/entity/Q55897525,Victor Graf von Wimpffen,Wimpffen,Victor,1834,1897,117581658
http://www.wikidata.org/entity/Q55901909,Joseph von Vering,Vering,Josef,1793,1862,117388564
http://www.wikidata.org/entity/Q55936782,Johann Wagner,Wagner,Johann,1799,1832,139084983
http://www.wikidata.org/entity/Q55999955,Josef Pospíšil,Pospisil,Josef,1845,1926,1026629055
http://www.wikidata.org/entity/Q56007040,Karl Schneeweis,Schneeweis,Karl,1745,1826,1031443126
http://www.wikidata.org/entity/Q56329885,Emanuel Antonín Meliš,Melis,Emanuel-Anton,1831,1916,
http://www.wikidata.org/entity/Q56426111,Wilhelmine Rathner,Rathner,Wilhelmine,1863,1913,1019375299
http://www.wikidata.org/entity/Q56642285,Günther Schlesinger,Schlesinger,Guenther,1886,1945,1030034265
http://www.wikidata.org/entity/Q58011561,Viktoria Pohl-Meiser,Pohl-Meiser,Viktoria,1858,1936,116260653
http://www.wikidata.org/entity/Q58241334,Johann Neuner,Neuner,Johann,1867,1931,1024432580
http://www.wikidata.org/entity/Q58241334,Johann Neuner,Neuner,Johann,1867,1931,14141295X
http://www.wikidata.org/entity/Q58863264,Alfred Ritter von Urbanitzky,Urbanitzky,Alfred,1852,1905,1055134379
http://www.wikidata.org/entity/Q59109502,Nikolaus Ungnad von Weißenwolff,Ungnad-Weissenwolff,Nikolaus,1763,1825,1148687912
http://www.wikidata.org/entity/Q59326962,Julius Schilling,Schilling,Julius,1800,1870,139654232
http://www.wikidata.org/entity/Q59327227,Paul Mestrozi,Mestrozi,Paul,1771,1858,138327807
http://www.wikidata.org/entity/Q59331916,Kurt Kaser,Kaser,Kurt,1870,1931,116061960
http://www.wikidata.org/entity/Q59489780,Karl Mahnke,Mahnke,Karl,1764,1835,124013465
http://www.wikidata.org/entity/Q59521517,Alfred Schnerich,Schnerich,Alfred,1859,1944,116844493
http://www.wikidata.org/entity/Q59522150,Rudolf Polsterer,Polsterer,Rudolf,1879,1945,13012978X
http://www.wikidata.org/entity/Q59522181,Johannes Snoer,Snoer,Johannes,1868,1936,134607392
http://www.wikidata.org/entity/Q59533231,Gustav Turba,Turba,Gustav,1864,1935,117438723
http://www.wikidata.org/entity/Q59601601,Ferdinand Foll,Foll,Ferdinand,1867,1929,
http://www.wikidata.org/entity/Q59601617,Emanuel Gatscher,Gatscher,Emanuel,1890,1946,133805328
http://www.wikidata.org/entity/Q59601721,Fritz Kappel,Kappel,Fritz,1895,1940,
http://www.wikidata.org/entity/Q59601758,Antonín Koukl,Koukl,Antonin,1860,1884,1018228357
http://www.wikidata.org/entity/Q59601772,Karl Krobath,Krobath,Karl,1875,1916,116547405
http://www.wikidata.org/entity/Q59601800,Ivan Levar,Levar,Ivan,1888,1950,1019343524
http://www.wikidata.org/entity/Q59601810,Robert Lussnigg,Lussnigg,Robert,1877,1948,1020042141
http://www.wikidata.org/entity/Q59601822,August Maria Markowsky,Markowsky,August-Maria,1880,1939,133092100
http://www.wikidata.org/entity/Q59601862,Thomas Obhlidal,Obhlidal,Thomas,1843,1908,1024704459
http://www.wikidata.org/entity/Q59601872,Anton Pacher,Pacher,Anton,1897,1945,139676538
http://www.wikidata.org/entity/Q59601926,Anton Rehatschek,Rehatschek,Anton,1821,1889,102762250X
http://www.wikidata.org/entity/Q59601945,Alois Rieder,Rieder,Alois,1836,1882,1028012977
http://www.wikidata.org/entity/Q59602098,Franz Anton Wiest,Wiest,Franz-Anton,1814,1847,120593076
http://www.wikidata.org/entity/Q59629686,Hohler Emerich Theodor,Hohler,Emmerich-Thomas,1781,1846,133391183
http://www.wikidata.org/entity/Q59652656,Gustav Freytag,Freytag,Gustav,1852,1938,121309096
http://www.wikidata.org/entity/Q59653098,Antonie Link,Link-Dessauer,Antonie,1853,1931,117034304
http://www.wikidata.org/entity/Q59653101,Alice Schmutzer,Schmutzer,Alice,1884,1949,116816902
http://www.wikidata.org/entity/Q59653137,Antonie Baumberg,Baumberg,Antonie,1859,1902,116515554
http://www.wikidata.org/entity/Q59653182,Jenny Dirnböck-Schulz,Dirnboeck-Schulz,Jenny,1850,1918,116138645
http://www.wikidata.org/entity/Q59653196,Rosa Fasser,Fasser,Rosa,1867,1942,144006308
http://www.wikidata.org/entity/Q59653212,Margarete Geyling,Geyling,Margarete,1882,1949,144045435
http://www.wikidata.org/entity/Q59653213,Berta Glöckner,Gloeckner,Berta,1848,1916,1011358956
http://www.wikidata.org/entity/Q59653213,Berta Glöckner,Gloeckner,Berta,1848,1916,116665777
http://www.wikidata.org/entity/Q59653281,Irene von Schellander,Schellander,Irene,1873,1933,117215406
http://www.wikidata.org/entity/Q59653313,Susanne Rée,Ree,Susanne,1862,1937,116389842
http://www.wikidata.org/entity/Q59653414,Jakob Klier,Klier,Jakob,1790,1868,120889374
http://www.wikidata.org/entity/Q59653461,Johann Sartory,Sartory,Johann,1759,1840,1029252114
http://www.wikidata.org/entity/Q59944003,Josef Hell,Hell,Josef,1789,1832,1011738112
http://www.wikidata.org/entity/Q60024642,Augustin Weisbach,Weisbach,Augustin,1837,1914,143622315
http://www.wikidata.org/entity/Q60036340,Pruzsinszky Pal,Pruzsinszky,Pal,1862,1926,1026911931
http://www.wikidata.org/entity/Q60038625,Fran Vilfan,Vilfan,Fran,1874,1931,1166986403
http://www.wikidata.org/entity/Q60040424,Jožef Veršič,Verschitsch,Joseph,1775,1847,1172123853
http://www.wikidata.org/entity/Q60063782,Anton Tschebull,Tschebull,Anton,1839,1903,
http://www.wikidata.org/entity/Q60065415,Davorin Trstenjak,Trstenjak,Davorin,1848,1921,119167778
http://www.wikidata.org/entity/Q60154110,Matthias Koch,Koch,Matthias,1798,1877,116280298
http://www.wikidata.org/entity/Q60213383,Robert Schrey-Redlwerth,Schrey-Redlwerth,Robert,1838,1893,1032827696
http://www.wikidata.org/entity/Q60223646,Anton August Glückselig,Glueckselig,Gustav-Thormod,1806,1867,10014960X
http://www.wikidata.org/entity/Q60231931,Hinko Scheidela,Scheidela,Hinko,1874,1912,127821651
http://www.wikidata.org/entity/Q60237839,Simon Rudmasch,Rudmas,Simon,1795,1858,1028692846
http://www.wikidata.org/entity/Q60337140,Anton Rojc,Rojc,Anton,1820,1876,1028253990
http://www.wikidata.org/entity/Q60379503,Lorenz Rhomberg,Rhomberg,Lorenz,1785,1851,139130292
http://www.wikidata.org/entity/Q60379751,Thomas von Moro,Moro,Sophie,1845,1915,13757049X
http://www.wikidata.org/entity/Q60520500,Simon Ignacij Pesiak,Pesjak,Simon-Ignacij,1778,1857,
http://www.wikidata.org/entity/Q60578685,Ignacij Mihevc,Mihevc,Ignacij,1870,1935,1023078023
http://www.wikidata.org/entity/Q60596802,Mihael Markič,Markic,Mihael,1864,1939,1020862858
http://www.wikidata.org/entity/Q60623067,Heinrich Altwirth,Altwirth,Heinrich,1868,1904,143479709
http://www.wikidata.org/entity/Q60623085,Erich Arleth,Arleth,Erich,1856,1909,143861751
http://www.wikidata.org/entity/Q60623089,Josef Aschauer von und zu Aschenrain und Lichtenthurn,Aschauer-Aschenrain-Lichtenthurn,Josef,1782,1843,134207378
http://www.wikidata.org/entity/Q60623114,Karl Siegmund Barach-Rappaport,Barach-Rappaport,Karl-Siegmund,1834,1885,115652523
http://www.wikidata.org/entity/Q60623154,Karl Ambros Bernard,Bernard,Karl-Ambros,1808,1844,143541080
http://www.wikidata.org/entity/Q60623183,Suitbert Birkle,Birkle,Suitbert,1876,1926,143905414
http://www.wikidata.org/entity/Q60623183,Suitbert Birkle,Birkle,Suitbert,1876,1926,1012177718
http://www.wikidata.org/entity/Q60623192,Friedrich Edler Bischoff von Klammstein,Bischoff-Klammstein,Friedrich,1832,1903,143905171
http://www.wikidata.org/entity/Q60623274,Johann Gf. Castiglione,Castiglione,Johann,1804,1871,143806874
http://www.wikidata.org/entity/Q60623372,Rudolf Dörfl,Doerfl,Rudolf,1855,1938,143956116
http://www.wikidata.org/entity/Q60623494,Josef Ruben Ehrlich,Ehrlich,Josef-Ruben,1842,1899,143983954
http://www.wikidata.org/entity/Q60623511,Alois Ersin,Ersin,Alois,1868,1946,143990578
http://www.wikidata.org/entity/Q60623518,Moritz Faber,Faber,Moritz,1837,1921,144005182
http://www.wikidata.org/entity/Q60623526,Siegmund Feitler,Feitler,Siegmund,1859,1920,144007339
http://www.wikidata.org/entity/Q60623528,Gundisalvus Feldner,Feldner,Gundisalvus,1849,1919,144008130
http://www.wikidata.org/entity/Q60623540,Ernst Fischel,Fischel,Ernst,1868,1927,144029359
http://www.wikidata.org/entity/Q60623543,Matthias Flunk,Flunk,Matthias,1850,1915,144032457
http://www.wikidata.org/entity/Q60623556,Otto von Frangeš,Franges,Otto,1870,1945,127622322
http://www.wikidata.org/entity/Q60623559,Marie Frauendorfer,Frauendorfer,Marie,1868,1941,116721375
http://www.wikidata.org/entity/Q60623575,Richard Fronz,Fronz,Richard,1867,1946,144034484
http://www.wikidata.org/entity/Q60623594,Josef Garber,Garber,Josef,1883,1933,118537563
http://www.wikidata.org/entity/Q60623606,Erich von Gebauer-Fuelnegg,Gebauer-Fuelnegg,Erich,1901,1934,144042606
http://www.wikidata.org/entity/Q60623608,Franz Gebbel,Gebbel,Franz,1835,1877,144042789
http://www.wikidata.org/entity/Q60623638,Anton Gitschthaler,Gitschthaler,Anton,1868,1939,126302200
http://www.wikidata.org/entity/Q60623666,Sebastian Greiderer,Greiderer,Sebastian,1862,1928,126973016
http://www.wikidata.org/entity/Q60623685,August von der Groeben,Groeben,August,1828,1866,137307489
http://www.wikidata.org/entity/Q60623694,Anton Groner,Groner,Anton,1823,1889,11686544X
http://www.wikidata.org/entity/Q60623697,Siegfried Grosz,Grosz,Siegfried,1869,1922,127945946
http://www.wikidata.org/entity/Q101698,Gaetano Donizetti,Donizetti,Gaetano,1797,1848,118526731
http://www.wikidata.org/entity/Q86979,Helene Vetsera,Vetsera,Helene,1847,1925,127050868
http://www.wikidata.org/entity/Q88136,Valentin Wiery,Wiery,Valentin,1813,1880,117366250
http://www.wikidata.org/entity/Q89613,Josef Thuma,Tuma,Josef,1866,1938,127114262
http://www.wikidata.org/entity/Q94653,Joseph Unger,Unger,Joseph,1828,1913,118763725
http://www.wikidata.org/entity/Q102548,Angela Maria Autsch,Autsch,Angela,1900,1944,119102722
http://www.wikidata.org/entity/Q102648,Wilhelm Steinitz,Steinitz,Wilhelm,1836,1900,118617532
http://www.wikidata.org/entity/Q104301,Karl Weinhold,Weinhold,Karl,1823,1901,118806521
http://www.wikidata.org/entity/Q105225,Heinrich Wilhelm von Pabst,Pabst,Heinrich-Wilhelm,1798,1868,116013990
http://www.wikidata.org/entity/Q105776,Theodor Vernaleken,Vernaleken,Theodor,1812,1907,117389250
http://www.wikidata.org/entity/Q107086,August Naegle,Naegle,August,1869,1932,118894250
http://www.wikidata.org/entity/Q108073,Max Büdinger,Buedinger,Max,1828,1902,11705495X
http://www.wikidata.org/entity/Q109067,Viktor Dyk,Dyk,Viktor,1877,1931,11888896X
http://www.wikidata.org/entity/Q109487,Eugen Bormann,Bormann,Eugen,1842,1917,116253215
http://www.wikidata.org/entity/Q111983,Joseph Ludwig Raabe,Raabe,Josef-Ludwig,1801,1859,100814719
http://www.wikidata.org/entity/Q112005,Georg von Schönerer,Schoenerer,Georg,1842,1921,118610163
http://www.wikidata.org/entity/Q112334,Franz von Hauslab,Hauslab,Franz,1798,1883,116539860
http://www.wikidata.org/entity/Q112346,Josef Friedrich Perkonig,Perkonig,Josef-Friedrich,1890,1959,118592750
http://www.wikidata.org/entity/Q112351,Georg August von Auenfels,August-Auenfeld,Georg,1773,1852,144047209
http://www.wikidata.org/entity/Q112362,Alexander Moissi,Moissi,Alexander,1879,1935,118583271
http://www.wikidata.org/entity/Q112416,Edmund Glaise-Horstenau,Glaise-Horstenau,Edmund,1882,1946,118539647
http://www.wikidata.org/entity/Q112426,Alfred Keller,Keller,Alfred,1875,1945,13020868X
http://www.wikidata.org/entity/Q112448,Carl Rabl,Rabl,Karl,1853,1917,118743392
http://www.wikidata.org/entity/Q112454,Martin Wilckens,Wilckens,Martin,1834,1897,117378828
http://www.wikidata.org/entity/Q112478,Felix von Winiwarter,Winiwarter,Felix,1852,1931,137206380
http://www.wikidata.org/entity/Q112782,Josef Marastoni,Marastoni,Josef,1834,1895,133574083
http://www.wikidata.org/entity/Q113014,Ferdinand Fellner der Jüngere,Fellner,Ferdinand-Ii,1847,1916,118686623
http://www.wikidata.org/entity/Q113090,Julius von Hann,Hann,Julius,1839,1921,119166836
http://www.wikidata.org/entity/Q113349,Caroline Unger,Unger-Sabatier,Caroline,1803,1877,11729392X
http://www.wikidata.org/entity/Q113465,Anton Lux,Lux,Anton,1847,1908,117667684
http://www.wikidata.org/entity/Q113472,Emil Tietze,Tietze,Emil,1845,1931,117381837
http://www.wikidata.org/entity/Q113779,Friedrich Reinitzer,Reinitzer,Friedrich-Richard-Kornelius,1857,1927,117522058
http://www.wikidata.org/entity/Q113791,August Silberstein,Silberstein,August,1827,1900,11738464X
http://www.wikidata.org/entity/Q113821,Simon von Sina,Sina-Hodos-Kizdia,Simon-Georg,1810,1876,117400637
http://www.wikidata.org/entity/Q114138,Johann Kundrat,Kundrat,Johann,1845,1893,130216038
http://www.wikidata.org/entity/Q114199,Kazimierz von Grocholski,Grocholski,Kazimierz,1815,1888,1011386062
http://www.wikidata.org/entity/Q114344,August Rosiwal,Rosiwal,August,1860,1923,116627727
http://www.wikidata.org/entity/Q114456,Hermann von Ramberg,Ramberg,Hermann,1820,1899,1027426549
http://www.wikidata.org/entity/Q114662,Rudolf Heberdey,Heberdey,Rudolf,1864,1936,116555556
http://www.wikidata.org/entity/Q114728,Ludwig Gabillon,Gabillon,Ludwig,1828,1896,116326557
http://www.wikidata.org/entity/Q114753,Adolf Ficker,Ficker,Adolph,1816,1880,116490012
http://www.wikidata.org/entity/Q114771,Joseph Maria Stowasser,Stowasser,Josef-Maria,1854,1910,11730493X
http://www.wikidata.org/entity/Q114838,Wassilko von Serecki,Wassilko,Nikolaus,1868,1924,1208536710
http://www.wikidata.org/entity/Q114857,Constantin von Hormuzaki,Hormuzaki,Constantin,1862,1937,1012121100
http://www.wikidata.org/entity/Q114956,Guido Schenzl,Schenzl,Guido,1823,1890,117621188
http://www.wikidata.org/entity/Q114983,Eduard Uhl,Uhl,Eduard,1813,1892,117268011
http://www.wikidata.org/entity/Q115986,Melchiorre Gioja,Gioia,Melchiorre,1767,1829,118983709
http://www.wikidata.org/entity/Q153099,Sophie Chotek von Chotkowa,Chotek,Sophie,1868,1914,118675990
http://www.wikidata.org/entity/Q154418,Joseph Jelačić von Bužim,Jelacic-Buzim,Josef,1801,1859,118776088
http://www.wikidata.org/entity/Q156023,Franz Xaver Wolfgang Mozart,Mozart,Franz-Xaver-Wolfgang,1791,1844,119176653
http://www.wikidata.org/entity/Q157491,Marie-Louise von Österreich,Maria-Louise,,1791,1847,118577891
http://www.wikidata.org/entity/Q164908,Alois Rašín,Rasin,Alois,1867,1923,119161524
http://www.wikidata.org/entity/Q170197,Stephanie von Belgien,Lonyay-Nagylonya-Vasarosnameny,Stephanie,1864,1945,118574221
http://www.wikidata.org/entity/Q176148,Radoslav Lopašić,Lopasic,Radoslav,1835,1893,117214175
http://www.wikidata.org/entity/Q181926,Alois Kolb,Kolb,Alois,1875,1942,116310634
http://www.wikidata.org/entity/Q202273,Franz Eybl,Eybl,Franz,1806,1880,13592457X
http://www.wikidata.org/entity/Q203076,August von Pettenkofen,Pettenkofer,August,1822,1889,120637162
http://www.wikidata.org/entity/Q213739,Heinrich Friedrich Füger,Fueger,Heinrich-Friedrich,1751,1818,118968696
http://www.wikidata.org/entity/Q213783,Franz Josef von Gerstner,Gerstner,Franz-Joseph,1756,1832,129094692
http://www.wikidata.org/entity/Q214163,Johann Nepomuk Rust,Rust,Johann-Nep,1775,1840,116711671
http://www.wikidata.org/entity/Q216148,Ignotus,Veigelsberg,Hugo,1869,1949,117124869
http://www.wikidata.org/entity/Q216693,Luise Kautsky,Kautsky,Luise,1864,1944,118560816
http://www.wikidata.org/entity/Q220030,Alfred Józef Potocki,Potocki,Alfred,1822,1889,124430597
http://www.wikidata.org/entity/Q224544,Jan Nejedlý,Nejedly,Jan,1776,1834,124829511
http://www.wikidata.org/entity/Q263629,Maria Cebotari,Cebotari,Maria,1910,1949,116479582
http://www.wikidata.org/entity/Q264659,Radó von Kövesligethy,Koevesligethy,Rado,1862,1934,116302321
http://www.wikidata.org/entity/Q265980,Imre Mikó,Miko-Hidveg,Imre,1805,1876,104294396
http://www.wikidata.org/entity/Q277001,Tadeusz Rozwadowski,Jordan-Rozwadowski-Gross-Rozwadow,Thaddaeus,1866,1928,119258293
http://www.wikidata.org/entity/Q277488,Gereben Vas,Radakovics,Jozsef,1823,1868,122962605
http://www.wikidata.org/entity/Q279789,Lajos Landerer,Landerer-Fueskut,Lajos,1800,1854,1017564906
http://www.wikidata.org/entity/Q283121,Josef Dobrovský,Dobrovsky,Josef,1753,1829,118679961
http://www.wikidata.org/entity/Q285360,István Ferenczy,Ferenczy,Stefan,1792,1856,144026775
http://www.wikidata.org/entity/Q287344,Giulia Grisi,Grisi,Giulia,1811,1869,116855835
http://www.wikidata.org/entity/Q295688,Edward Rydz-Śmigły,Rydz,Edward,1886,1941,118916882
http://www.wikidata.org/entity/Q301435,Henryk Rodakowski,Rodakowski,Henryk,1823,1894,124318436
http://www.wikidata.org/entity/Q317482,Carl Schuch,Schuch,Carl-Eduard,1846,1903,118843974
http://www.wikidata.org/entity/Q317883,Max Kurzweil,Kurzweil,Max,1867,1916,129207594
http://www.wikidata.org/entity/Q322499,Stanisław Estreicher,Estreicher,Stanislaus,1869,1939,119497867
http://www.wikidata.org/entity/Q324157,Václav Vladivoj Tomek,Tomek,Wacslaw-Wladiwoj,1818,1905,117404845
http://www.wikidata.org/entity/Q325053,Anton Gindely,Gindely,Anton,1829,1892,116632607
http://www.wikidata.org/entity/Q325285,Jan Swerts,Swerts,Jan,1820,1879,117385166
http://www.wikidata.org/entity/Q325285,Jan Swerts,Swerts,Jan,1820,1879,117385166
http://www.wikidata.org/entity/Q325877,Ignaz Vitzthumb,Witzthumb,Ignaz,1724,1816,138934436
http://www.wikidata.org/entity/Q327107,František Věnceslav Jeřábek,Jerabek,Frantisek-Venceslav,1836,1893,1012835634
http://www.wikidata.org/entity/Q327509,Josef Haltrich,Haltrich,Josef,1822,1886,116421207
http://www.wikidata.org/entity/Q328430,Gašpar Mašek,Masek,Gaspar,1794,1873,124967019
http://www.wikidata.org/entity/Q331567,Alois Josef Krakovský von Kolowrat,Kolowrat-Krakowsky,Alois-Joseph,1759,1833,136408966
http://www.wikidata.org/entity/Q344039,Karel Ignác Thám,Tham,Karel-Ignac,1763,1816,123076625
http://www.wikidata.org/entity/Q344965,Alois Joseph Schrenck von Notzing,Schrenck-Notzing-Egmating,Aloys-Josef,1802,1849,1014170001
http://www.wikidata.org/entity/Q347471,Stjepan Radić,Radic,Stjepan,1871,1928,118983083
http://www.wikidata.org/entity/Q347499,Adalbert Inama,Inama,Adalbert,1798,1879,1012307484
http://www.wikidata.org/entity/Q347637,Adalbert Ritter von Schmid,Schmid,Adalbert,1804,1868,1030299927
http://www.wikidata.org/entity/Q357864,Quido Mánes,Manes,Quido,1828,1880,137102399
http://www.wikidata.org/entity/Q360301,Celestin Mato Medović,Medovic,Celestin,1857,1920,121945898
http://www.wikidata.org/entity/Q360820,Adolf Bachmann,Bachmann,Adolf,1849,1914,11865151X
http://www.wikidata.org/entity/Q362089,Jovan Jovanović Zmaj,Jovanovic,Jovan,1833,1904,118919105
http://www.wikidata.org/entity/Q363465,Adolf Müller senior,Mueller,Adolf,1801,1886,103789928
http://www.wikidata.org/entity/Q365422,Adolph Kohut,Kohut,Adolf,1847,1917,116309105
http://www.wikidata.org/entity/Q368139,Srečko Kosovel,Kosovel,Srecko,1904,1926,119280671
http://www.wikidata.org/entity/Q368583,Leopold von Auer,Auer,Leopold,1845,,118995022
http://www.wikidata.org/entity/Q83309,Johann Strauss,Strauss,Johann,1825,1899,11861908X
http://www.wikidata.org/entity/Q84165,Hans Kelsen,Kelsen,Hans,1881,1973,118561219
http://www.wikidata.org/entity/Q84250,Josef Hoffmann,Hoffmann,Josef-Franz-Maria,1870,1956,11855252X
http://www.wikidata.org/entity/Q84296,Ludwig Boltzmann,Boltzmann,Ludwig,1844,1906,118513109
http://www.wikidata.org/entity/Q84541,Carl von Hasenauer,Hasenauer,Karl,1833,1894,118546597
http://www.wikidata.org/entity/Q84610,Otto Steinhäusl,Steinhaeusl,Otto,1873,1940,1036425606
http://www.wikidata.org/entity/Q84655,Otto Prutscher,Prutscher,Otto,1880,1949,119292068
http://www.wikidata.org/entity/Q84735,Igo Etrich,Etrich,Igo,1879,1967,120193213
http://www.wikidata.org/entity/Q84748,Anton Günther,Guenther,Anton,1783,1863,118543237
http://www.wikidata.org/entity/Q84783,Franz-Serafin Exner,Exner,Franz,1849,1926,118531484
http://www.wikidata.org/entity/Q84800,Rudolf Eisler,Eisler,Rudolf,1873,1926,124362214
http://www.wikidata.org/entity/Q84870,Herman Potočnik,Potocnik,Hermann,1892,1929,113560095
http://www.wikidata.org/entity/Q84874,Stephan Sarkotić von Lovćen,Sarkotic-Lovcen,Stefan,1858,1939,118845071
http://www.wikidata.org/entity/Q84885,Hermann von Spaun,Spaun,Hermann,1833,1919,103544075X
http://www.wikidata.org/entity/Q84891,Heinrich Auspitz,Auspitz,Heinrich,1835,1886,11766944X
http://www.wikidata.org/entity/Q84938,Ernst Fleischl von Marxow,Fleischl-Marxow,Ernst,1846,1891,119493489
http://www.wikidata.org/entity/Q84943,Samuel Leopold Schenk,Schenk,Samuel-Leopold,1840,1902,1029748209
http://www.wikidata.org/entity/Q84969,Alfred von Henikstein,Henikstein,Alfred,1810,1882,135933323
http://www.wikidata.org/entity/Q85077,Edward von Steinle,Steinle,Eduard-Jakob,1810,1886,118798634
http://www.wikidata.org/entity/Q85145,Rudolph Schildkraut,Schildkraut,Rudolf,1862,1930,117265861
http://www.wikidata.org/entity/Q85165,Anna Gottlieb,Gottlieb,Anna,1774,1856,122622995
http://www.wikidata.org/entity/Q85421,Anton Handlirsch,Handlirsch,Anton,1865,1935,134062272
http://www.wikidata.org/entity/Q85576,Gottfried Schenker,Schenker,Gottfried,1842,1901,14054819X
http://www.wikidata.org/entity/Q85787,Isaak Löw Hofmann von Hofmannsthal,Hofmann-Hofmannsthal,Isaak-Loew,1759,1849,137067135
http://www.wikidata.org/entity/Q85854,Hermann Schloffer,Schloffer,Hermann-Alexander,1868,1937,102746524
http://www.wikidata.org/entity/Q85865,Max Pallenberg,Pallenberg,Max,1877,1934,11859138X
http://www.wikidata.org/entity/Q85888,Franz von Jauner,Jauner,Franz,1831,1900,118776045
http://www.wikidata.org/entity/Q85979,Avraham Ben Yitzhak,Sonne,Abraham,1883,1950,120891085
http://www.wikidata.org/entity/Q86015,Alexander von Koller,Koller,Alexander,1813,1890,116314834
