i,item,itemLabel,oeblid,apis_id
3662,http://www.wikidata.org/entity/Q11985772,Václav Peták,P/Petak_Vaclav_1842_1917,51152.0
3663,http://www.wikidata.org/entity/Q11985988,Václav Řezníček,R/Reznicek_Vaclav_1861_1924,45767.0
3664,http://www.wikidata.org/entity/Q11985994,Václav Šamánek,S/Samanek_Vaclav_1846_1916,43246.0
3665,http://www.wikidata.org/entity/Q11985920,Václav Vilém Trnobranský,T/Trnobransky_Vaclav-Vilem_1819_1883,91558.0
3666,http://www.wikidata.org/entity/Q12032967,Leonard Achleuthner,A/Achleuthner_Leonhard_1826_1905,90804.0
3667,http://www.wikidata.org/entity/Q12028105,Karel Adámek,A/Adamek_Karel_1840_1918,90833.0
3668,http://www.wikidata.org/entity/Q12028600,Karel Václav Adámek,A/Adamek_Karel-Vaclav_1868_1944,90828.0
3669,http://www.wikidata.org/entity/Q12025848,Josef Anderle,A/Anderle_Josef_1881_1959,90531.0
3670,http://www.wikidata.org/entity/Q12028112,Karel Andrlík st.,A/Andrlik_Karl_1861_,90590.0
3671,http://www.wikidata.org/entity/Q12023737,Jaroslav Bidlo,B/Bidlo_Jaroslav_1868_1937,88689.0
3672,http://www.wikidata.org/entity/Q12017000,František Ekert,E/Ekert_Franz_1845_1902,85195.0
3673,http://www.wikidata.org/entity/Q12017003,František Faktor,F/Faktor_Franz-Josef_1861_1911,84453.0
3674,http://www.wikidata.org/entity/Q12019019,Hans Hartl,H/Hartl_Hans_1858_1939,79442.0
3675,http://www.wikidata.org/entity/Q12026917,Joseph Alois von Helm,H/Helm_Joseph-Alois_1795_1849,78212.0
3676,http://www.wikidata.org/entity/Q12032980,Leopold Heyrovský,H/Heyrovsky_Leopold_1852_1924,92228.0
3677,http://www.wikidata.org/entity/Q12000069,Felix Jenewein,J/Jenewein_Felix_1857_1905,74464.0
3678,http://www.wikidata.org/entity/Q12026183,Josef Kadlčák,K/Kadlcak_Josef_1856_1924,73734.0
3679,http://www.wikidata.org/entity/Q12026224,Josef Klvaňa,K/Klvana_Josef_1857_1919,70903.0
3680,http://www.wikidata.org/entity/Q12028321,Karel Knittl,K/Knittl_Karel_1853_1907,70330.0
3681,http://www.wikidata.org/entity/Q12028686,Karl Korb von Weidenheim,K/Korb-Weidenheim_Karl_1836_1881,68947.0
3682,http://www.wikidata.org/entity/Q12016929,František Bronislav Kořínek,K/Korinek_Frantisek-Branislav_1831_1874,68998.0
3683,http://www.wikidata.org/entity/Q12022710,Jan Kozánek,K/Kozanek_Jan_1819_1890,68055.0
3684,http://www.wikidata.org/entity/Q12050849,Salesius Krügner,K/Kruegner_Ignaz-Sales_1781_1842,67150.0
3685,http://www.wikidata.org/entity/Q12026129,Josef Jakub Kučera,K/Kucera_Jan-Jakub_1846_1905,66569.0
3686,http://www.wikidata.org/entity/Q12028184,Karel Eduard  Lányi,L/Lany_Karel-Eduard_1838_1903,64564.0
3687,http://www.wikidata.org/entity/Q12018541,Gustav Láska,L/Laska_Gustav_1847_1928,64701.0
3688,http://www.wikidata.org/entity/Q12028367,Karel Leger,L/Leger_Karel_1859_1934,63892.0
3689,http://www.wikidata.org/entity/Q12017261,František Lepař,L/Lepar_Frantisek_1831_1899,63761.0
3690,http://www.wikidata.org/entity/Q12028698,Karl von Leth,L/Leth_Karl_1861_1930,63196.0
3691,http://www.wikidata.org/entity/Q12018195,Georg von Mitis,M/Mitis_Georg_1810_1889,57045.0
3692,http://www.wikidata.org/entity/Q12037123,Mikuláš Mojžiš,M/Moyzes_Mikulas_1872_1944,56386.0
3693,http://www.wikidata.org/entity/Q12002679,Ferdinand Pantůček,P/Pantucek_Ferdinand_1863_1925,52804.0
3694,http://www.wikidata.org/entity/Q12017795,Franz Peschka,P/Peschka_Franz_1856_1908,51100.0
3695,http://www.wikidata.org/entity/Q12017415,František Plaček,P/Placek_Frantisek_1809_1888,50265.0
3696,http://www.wikidata.org/entity/Q12050236,Rudolf Pokorný,P/Pokorny_Rudolf_1853_1887,49323.0
3697,http://www.wikidata.org/entity/Q12028482,Karel Prášek,P/Prasek_Karel_1868_1932,48682.0
3698,http://www.wikidata.org/entity/Q12016864,Franta Župan,P/Prochaska_Frantisek_1858_1929,47694.0
3699,http://www.wikidata.org/entity/Q12017134,František Josef Řezáč,R/Rezac_Frantisek-Josef_1819_1879,45743.0
3700,http://www.wikidata.org/entity/Q15139288,Anton Chroust,C/Chroust_Anton_1864_1945,86816.0
3701,http://www.wikidata.org/entity/Q15125649,Emil von Marenzeller,M/Marenzeller_Emil_1845_1918,59684.0
3702,http://www.wikidata.org/entity/Q15119808,Boleslav Plaček,P/Placek_Boleslav_1846_1908,50262.0
3703,http://www.wikidata.org/entity/Q15119804,Adolf Posselt,P/Posselt_Adolf-Heinrich_1844_1926,48487.0
3704,http://www.wikidata.org/entity/Q15119780,Jakub Scharf,S/Scharf_Jakub_1857_1922,42464.0
3705,http://www.wikidata.org/entity/Q1055397,József Horváth Cirill,H/Horvath_Cyrill_1804_1884,76583.0
3706,http://www.wikidata.org/entity/Q15230165,Alois Ugarte,U/Ugarte_Alois_1784_1845,
3707,http://www.wikidata.org/entity/Q15377915,Václav Škarda,S/Skarda_Vaclav_1861_1912,33957.0
3708,http://www.wikidata.org/entity/Q15445601,Kurt Ehrenberg,E/Ehrenberg_Kurt_1896_1979,85682.0
3709,http://www.wikidata.org/entity/Q15437260,Rudolf Handmann,H/Handmann_Rudolf_1841_1928,79257.0
3710,http://www.wikidata.org/entity/Q15436224,Philipp von Krauß,K/Krauss_Philipp_1792_1861,67854.0
3711,http://www.wikidata.org/entity/Q15450863,Heinrich Kummer von Falkenfeld,K/Kummer-Falkenfehd_Heinrich_1852_1929,66149.0
3712,http://www.wikidata.org/entity/Q15445609,Dominik Lebschy,L/Lebschy_Dominik_1799_1884,64342.0
3713,http://www.wikidata.org/entity/Q15454388,Ferdinand von Lütgendorff-Leinburg,L/Luetgendorff-Leinburg_Ferdinand_1785_1858,61626.0
3714,http://www.wikidata.org/entity/Q15428265,Joseph von Némethy,N/Nemethy_Josef_1819_1890,54712.0
3715,http://www.wikidata.org/entity/Q15431509,Franz Xaver Pendl,P/Pendl_Franz-Xaver_1817_1896,51491.0
3716,http://www.wikidata.org/entity/Q15433741,Karl Ludwig Prinz,P/Prinz_Karl-Ludwig_1875_1944,48332.0
3717,http://www.wikidata.org/entity/Q15446818,Leopold Schrödl,S/Schroedl_Leopold_1841_1908,93839.0
3718,http://www.wikidata.org/entity/Q15437209,Ernestine Senders,S/Senders_Ernestine_1874_1941,34933.0
3719,http://www.wikidata.org/entity/Q15479843,Koloman Kaiser,K/Kaiser_Koloman_1854_1915,73174.0
3720,http://www.wikidata.org/entity/Q15630733,Karl Liebleitner,L/Liebleitner_Karl_1858_1942,62937.0
3721,http://www.wikidata.org/entity/Q15677872,Nathan Löwenstein von Opoka,L/Loewenstein-Opoka_Nathan_1859_1929,62386.0
3722,http://www.wikidata.org/entity/Q15640214,Eduard Strache,S/Strache_Eduard_1847_1912,30450.0
3723,http://www.wikidata.org/entity/Q15652177,Alois Ugarte,U/Ugarte_Alois_1749_1817,
3724,http://www.wikidata.org/entity/Q15730956,Karl Chiari,C/Chiari_Karl_1849_1912,87367.0
3725,http://www.wikidata.org/entity/Q15730957,Otto Günther,G/Guenther_Otto_1845_1914,80451.0
3726,http://www.wikidata.org/entity/Q15723555,Johann Komorzynski,K/Komorzynski_Johann_1843_1911,69423.0
3727,http://www.wikidata.org/entity/Q15712723,Otto Lecher,L/Lecher_Otto_1860_1939,64374.0
3728,http://www.wikidata.org/entity/Q15709724,Ludwig Linsbauer,L/Linsbauer_Ludwig_1869_1940,62565.0
3729,http://www.wikidata.org/entity/Q15735108,Jaroslav Thun-Hohenstein,T/Thun-Hohenstein_Jaroslav_1864_1929,26809.0
3730,http://www.wikidata.org/entity/Q15830143,Jan Janošík,J/Janosik_Jan_1856_1927,74840.0
3731,http://www.wikidata.org/entity/Q15831400,Čeněk Klier,K/Klier_Cenek_1862_1927,71318.0
3732,http://www.wikidata.org/entity/Q15810715,Friedrich von und zu Liechtenstein,L/Liechtenstein_Friedrich_1807_1885,62993.0
3733,http://www.wikidata.org/entity/Q15830246,Josef Lukáš,L/Lukas_Josef_1865_1935,60983.0
3734,http://www.wikidata.org/entity/Q15829946,Bohumil Mareš,M/Mares_Bohumil_1851_1901,59708.0
3735,http://www.wikidata.org/entity/Q15834433,Matthias Mieses,M/Mieses_Mathias_1885_1939,57278.0
3736,http://www.wikidata.org/entity/Q15791085,Carl Reichert,R/Reichert_Karl_1836_1918,46454.0
3737,http://www.wikidata.org/entity/Q15810299,Franz Schönfeld,S/Schoenfeld_Franz-Julius_1851_1932,39239.0
3738,http://www.wikidata.org/entity/Q15804183,Cölestin Stampfer,S/Stampfer_Coelestin_1823_1895,32091.0
3739,http://www.wikidata.org/entity/Q15830012,František Břetislav Trojan,T/Trojan-Bylanfeld_Frantisek-Bretislav_1816_1889,91567.0
3740,http://www.wikidata.org/entity/Q15831332,Vincenc Vávra,V/Vavra_Vincenc_1849_1936,
3741,http://www.wikidata.org/entity/Q15817967,Antonín Pravoslav Veselý,V/Vesely_Antonin-Pravoslav_1873_1904,
3742,http://www.wikidata.org/entity/Q15906106,Vilibald Mildschuh,M/Mildschuh_Vilibald_1878_1939,57533.0
3743,http://www.wikidata.org/entity/Q15838450,Friedrich Schembor,S/Schembor_Friedrich_1898_1942,42010.0
3744,http://www.wikidata.org/entity/Q15978680,Johann Boeriu von Polichna,B/Boeriu-Polichna_Johann_1859_1919,88424.0
3745,http://www.wikidata.org/entity/Q15980472,Antoni Matakiewicz,M/Matakiewicz_Antoni_1873_1937,58845.0
3746,http://www.wikidata.org/entity/Q15959334,Otokar Rybář,R/Rybar_Otokar_1865_1927,43501.0
3747,http://www.wikidata.org/entity/Q15995987,Victor Schiffner,S/Schiffner_Viktor-Ferdinand_1862_1944,41659.0
3748,http://www.wikidata.org/entity/Q15960609,Mojmír Urbánek,U/Urbanek_Mojmir_1873_1919,
3749,http://www.wikidata.org/entity/Q16110622,Vatroslav Kolander,K/Kolander_Vatroslav_1848_1912,69786.0
3750,http://www.wikidata.org/entity/Q16110451,Petar Matković,M/Matkovic_Petar_1830_1898,58941.0
3751,http://www.wikidata.org/entity/Q16064482,Franz Mohaupt,M/Mohaupt_Franz_1854_1916,56532.0
3752,http://www.wikidata.org/entity/Q16111404,Josip Pasarić,P/Pasaric_Josip_1860_1937,52169.0
3753,http://www.wikidata.org/entity/Q16032080,Fran Šuklje,S_42/Suklje_Fran_1849_1935,29407.0
3754,http://www.wikidata.org/entity/Q16062507,Giovanni Squarcina,S/Squarcina_Giovanni_1825_1891,32626.0
3755,http://www.wikidata.org/entity/Q16061116,Carl Stephann,S/Stephann_Carl_1842_1919,30882.0
3756,http://www.wikidata.org/entity/Q16032080,Fran Šuklje,S/Suklje_Fran_1849_1935,29407.0
3757,http://www.wikidata.org/entity/Q16214848,Hugo Jurenka,J/Jurenka_Hugo_1858_1921,73584.0
3758,http://www.wikidata.org/entity/Q16138277,Andrej Smole,S/Smole_Andreas_1800_1840,33725.0
3759,http://www.wikidata.org/entity/Q16271386,Viljem Treo,T/Treo_Wilhelm_1845_1926,91478.0
3760,http://www.wikidata.org/entity/Q16564090,Józef Dunin-Borkowski,D/Dunin-Borkowski_Josef_1809_1843,85332.0
3761,http://www.wikidata.org/entity/Q16515438,Heinrich Gabel,G/Gabel_Heinrich_1873_1910,82480.0
3762,http://www.wikidata.org/entity/Q16542841,Edmund Mochnacki,M/Mochnacki_Edmund_1836_1902,57166.0
3763,http://www.wikidata.org/entity/Q16657304,Robert Jäger,J/Jaeger_Robert_1890_1915,75387.0
3764,http://www.wikidata.org/entity/Q16658008,Giovanni Kobler,K/Kobler_Giovanni_1811_1893,70546.0
3765,http://www.wikidata.org/entity/Q16630187,Jernej Vidmar,V/Vidmar_Jernej_1802_1883,
3766,http://www.wikidata.org/entity/Q16720697,Hans Schmitt,S/Schmid_Hans_1835_1907,40670.0
3767,http://www.wikidata.org/entity/Q16744058,František Mareš,M/Mares_Frantisek_1850_1939,59711.0
3768,http://www.wikidata.org/entity/Q16937561,Lothar Abel,A/Abel_Lothar_1841_1896,90709.0
3769,http://www.wikidata.org/entity/Q17138726,Anton Keil,K/Keil_Anton_1854_1926,72051.0
3770,http://www.wikidata.org/entity/Q17151476,Rudolf Mayreder,M/Maiereder_Rudolf_1864_1937,60835.0
3771,http://www.wikidata.org/entity/Q17265548,Adolf Karpellus,K/Karpellus_Adolf_1869_1919,73134.0
3772,http://www.wikidata.org/entity/Q17227963,Karel Myslbek,M/Myslbek_Karel_1874_1915,55608.0
3773,http://www.wikidata.org/entity/Q17277142,Franciszek Opydo,O/Opydo_Franciszek_1856_,53499.0
3774,http://www.wikidata.org/entity/Q17269217,Christian Schrott,S/Schrott_Christian_1853_1936,37579.0
3775,http://www.wikidata.org/entity/Q17277156,Friedrich Singer,S/Singer_Friedrich_1851_1905,34475.0
3776,http://www.wikidata.org/entity/Q17322738,Karl Eduard von Komers,K/Komers-Lindenbach_Karl-Eduard_1797_1870,69381.0
3777,http://www.wikidata.org/entity/Q17335079,Matevž Ravnikar,R/Raunicher-_Matteo_1776_1845,
3778,http://www.wikidata.org/entity/Q17352902,Johann Wenzel Lembert,T/Tremler_Wenzel_1779_1851,91445.0
3779,http://www.wikidata.org/entity/Q17425325,Hermine Albrecht,A/Albrecht_Hermine_1856_,90317.0
3780,http://www.wikidata.org/entity/Q17417894,Josef Danegger,D/Danegger_Josef_1866_1933,86588.0
3781,http://www.wikidata.org/entity/Q17402838,Frančišek Lampe,L/Lampe_Francisek_1859_1900,65506.0
3782,http://www.wikidata.org/entity/Q17487742,Anton Riehl,R/Riehl_Anton_1820_1886,45422.0
3783,http://www.wikidata.org/entity/Q17418203,Carl Santner,S/Santner_Karl_1819_1885,42629.0
3784,http://www.wikidata.org/entity/Q17418232,Carl Schönfeld,S/Schoenfeld_Karl_1819_1885,39257.0
3785,http://www.wikidata.org/entity/Q17418267,Ludwig Stahl,S/Stahl_Ludwig_1856_1908,32048.0
3786,http://www.wikidata.org/entity/Q17578091,Marie Bayer-Bürck,B/Bayer-Buerck_Marie_1820_1910,89468.0
3787,http://www.wikidata.org/entity/Q17539991,Elise Czabon,B/Beysteiner_Elisabeth_1801_,88649.0
3788,http://www.wikidata.org/entity/Q17493604,Judas Thaddäus Gerl,G/Gerl_Thaddaeus_1774_1847,93121.0
3789,http://www.wikidata.org/entity/Q17493324,Beatrix Kernic,K/Kernic_Beatrix_1870_1947,72292.0
3790,http://www.wikidata.org/entity/Q17590897,Paul Hofmann,H/Hofmann_Paul_1798_1842,93133.0
3791,http://www.wikidata.org/entity/Q18020293,Friedrich Baumann,B/Baumann_Friedrich_1763_1841,89421.0
3792,http://www.wikidata.org/entity/Q18020458,Georgine von Januschofsky,J/Januschowsky_Georgine_1859_1914,74882.0
3793,http://www.wikidata.org/entity/Q18025306,Martin Miller,M/Miller_Martin_1769_1833,56888.0
3794,http://www.wikidata.org/entity/Q18018269,Alfred Oberländer,O/Oberlaender_Alfred_1850_1906,53741.0
3795,http://www.wikidata.org/entity/Q18089629,Friedrich Dörnhöffer,D/Doernhoeffer_Friedrich_1865_1934,85740.0
3796,http://www.wikidata.org/entity/Q18082056,Jožef Krajnc,K/Krainz_Josef_1821_1875,68277.0
3797,http://www.wikidata.org/entity/Q18106602,František Škoda,S/Skoda_Franz_1801_1888,34036.0
3798,http://www.wikidata.org/entity/Q18114427,Václav Staněk,S/Stanek_Vaclav_1804_1871,32134.0
3799,http://www.wikidata.org/entity/Q18113801,Johann Umlauft,U/Umlauft_Johann_1807_1889,
3800,http://www.wikidata.org/entity/Q18221145,Felix Augenfeld,A/Augenfeld_Felix_1893_1984,90287.0
3801,http://www.wikidata.org/entity/Q18168148,Karl Königshofer,K/Koenigshofer_Karl_1787_1861,70117.0
3802,http://www.wikidata.org/entity/Q18222745,Rudolf Leyrer,L/Leyrer_Rudolf_1857_1939,63421.0
3803,http://www.wikidata.org/entity/Q18223332,Franz Pácal,P/Pacal_Franz_1865_1938,53151.0
3804,http://www.wikidata.org/entity/Q18249392,Ernst Schwarzer,S/Schwarzer-Heldenstamm_Ernst_1808_1860,36591.0
3805,http://www.wikidata.org/entity/Q18343000,Vatroslav Holz,H/Holz_Vatroslav_1844_1914,76349.0
3806,http://www.wikidata.org/entity/Q18352954,Gedeon Ráday,R/Raday-Rada_Gedeon_1806_1873,47688.0
3807,http://www.wikidata.org/entity/Q18489520,Ottokar Maria Schlechta von Wschehrd,S/Schlechta-Wschehrd_Ottokar-Maria_1825_1894,41287.0
3808,http://www.wikidata.org/entity/Q18507369,Andrej Fekonja,F/Fekonja_Andrej_1851_1920,83946.0
3809,http://www.wikidata.org/entity/Q18529586,Igo Kaš,K/Kas_Igo_1853_1910,72549.0
3810,http://www.wikidata.org/entity/Q18508283,Henrika Langus,L/Langus_Henrika_1836_1876,65155.0
3811,http://www.wikidata.org/entity/Q18508658,Srečko Magolič,M/Magolic_Srecko_1860_1943,60714.0
3812,http://www.wikidata.org/entity/Q18529447,Franc Pokorn,P/Pokorn_Franc_1861_1940,49334.0
3813,http://www.wikidata.org/entity/Q18508744,William Unger,U/Unger_William_1837_1932,
3814,http://www.wikidata.org/entity/Q18604371,Jožef Hašnik,H/Hasnik_Josef_1811_1883,78809.0
3815,http://www.wikidata.org/entity/Q18608654,Karel Hinterlechner,H/Hinterlechner_Karl_1874_1932,77501.0
3816,http://www.wikidata.org/entity/Q18608630,Josef Julius Kleinmeier,K/Kleinmayr_Julij_1847_1913,71051.0
3817,http://www.wikidata.org/entity/Q18604210,Josip Nolli,N/Nolli_Josip_1841_1902,54065.0
3818,http://www.wikidata.org/entity/Q18604226,Josef Suppan,S_43/Suppan_Josef_1828_1902,28731.0
3819,http://www.wikidata.org/entity/Q18604226,Josef Suppan,S/Suppan_Josef_1828_1902,28731.0
3820,http://www.wikidata.org/entity/Q18616101,Alexander Dedekind,D/Dedekind_Alexander_1856_1940,86706.0
3821,http://www.wikidata.org/entity/Q18616359,Anton Fischer,F/Fischer-Ankern_Anton_1812_1902,83594.0
3822,http://www.wikidata.org/entity/Q18646312,Štefan Kociančič,K/Kociancic_Stefan_1818_1883,69935.0
3823,http://www.wikidata.org/entity/Q18644928,Peter Kresnik,K/Kresnik_Peter_1850_1928,67483.0
3824,http://www.wikidata.org/entity/Q18645179,Simon Šubic,S_42/Subic_Simon_1830_1903,29277.0
3825,http://www.wikidata.org/entity/Q18645179,Simon Šubic,S/Subic_Simon_1830_1903,29277.0
3826,http://www.wikidata.org/entity/Q18762369,Salomon Frankfurter,F/Frankfurter_Salomon_1856_1941,83318.0
3827,http://www.wikidata.org/entity/Q18718626,Josef Huttary,H/Huttary_Josef_1842_1890,75617.0
3828,http://www.wikidata.org/entity/Q18934949,Friedrich Bartsch,B/Bartsch_Friedrich-Josef-Adam_1798_1873,89280.0
3829,http://www.wikidata.org/entity/Q18915614,Rafael Michael Pavel,P/Pavel_Raphael_1842_1900,51776.0
3830,http://www.wikidata.org/entity/Q18985450,Ludwig Samuel Joseph David Alexander Heufler zu Rasen und Perdonneg,H/Hohenbuehel_Ludwig_1817_1885,76823.0
3831,http://www.wikidata.org/entity/Q18977507,Laura Hilgermann,R/Rado-Hilgermann_Laura_1865_1943,
3832,http://www.wikidata.org/entity/Q19187935,Edmund Aelschker,A/Aelschker_Edmund_1841_1907,90937.0
3833,http://www.wikidata.org/entity/Q19196683,Franz Ilwof,I/Ilwof_Franz_1831_1916,75768.0
3834,http://www.wikidata.org/entity/Q19141590,Berthold Molden,M/Molden_Berthold_1853_1942,56602.0
3835,http://www.wikidata.org/entity/Q19196693,Franz Julius Borgias Schneller,S/Schneller_Julius-Franz-Borgias_1777_1833,40001.0
3836,http://www.wikidata.org/entity/Q19225588,Richard Stern,S/Stern_Richard_1878_1942,31097.0
3837,http://www.wikidata.org/entity/Q19125961,Alexander von Weilen,W/Weil-Weilen_Alexander_1863_1918,
3838,http://www.wikidata.org/entity/Q19259523,Antonie Fournier,F/Fournier_Antonie_1809_1882,83253.0
3839,http://www.wikidata.org/entity/Q19264553,Joseph Jungmann,J/Jungmann_Josef_1830_1885,74264.0
3840,http://www.wikidata.org/entity/Q19305880,Jindřich Otakar Miltner,M/Miltner_Jindrich-Otakar_1828_1881,56928.0
3841,http://www.wikidata.org/entity/Q19287079,Josef Parschalk,P/Parschalk_Josef_1864_1932,52148.0
3842,http://www.wikidata.org/entity/Q19276654,Alois Schuller,S/Schuller_Alois_1845_1920,37377.0
3843,http://www.wikidata.org/entity/Q19259519,Anton von Steinbüchel,S/Steinbuechel-Rheinwall_Anton_1790_1883,31885.0
3844,http://www.wikidata.org/entity/Q19289119,Leopold Steurer,S/Steurer_Leopold_1921_1944,31149.0
3845,http://www.wikidata.org/entity/Q19283965,Germano Wanderley,W/Wanderley_Germano_1845_1904,
3846,http://www.wikidata.org/entity/Q19481511,Adalbert Franz Fuchs,F/Fuchs_Adalbert_1868_1930,83089.0
3847,http://www.wikidata.org/entity/Q19502114,Christian Plattner,P/Plattner_Christian_1869_1921,49583.0
3848,http://www.wikidata.org/entity/Q19506662,Johann Karl Tobisch,T/Tobisch_Johann-Karl_1793_1855,
3849,http://www.wikidata.org/entity/Q19636941,František Hergesel,H/Hergesel_Franz_1858_1929,78349.0
3850,http://www.wikidata.org/entity/Q19574907,Theres Strigl,S/Strigl_Theres_1824_1908,29514.0
3851,http://www.wikidata.org/entity/Q19595037,Imre Tóth,T/Toth_Imre_1857_1928,92065.0
3852,http://www.wikidata.org/entity/Q19691237,Wincenty Arnold,A/Arnold_Wincenty_1864_1942,92377.0
3853,http://www.wikidata.org/entity/Q19784565,Robert Pajer-Gartegen,P/Pajer_Robert_1886_1944,52512.0
3854,http://www.wikidata.org/entity/Q19883374,Rudolf Pogatscher,P/Pogatscher_Rudolf_1859_1937,49212.0
3855,http://www.wikidata.org/entity/Q19834055,Adalbert Suchy,S_42/Suchy_Adalbert_1783_1849,29320.0
3856,http://www.wikidata.org/entity/Q19834055,Adalbert Suchy,S/Suchy_Adalbert_1783_1849,29320.0
3857,http://www.wikidata.org/entity/Q19967695,Carl Hasch,H/Hasch_Karl_1834_1897,78765.0
3858,http://www.wikidata.org/entity/Q19934969,Danilo Majaron,M/Majaron_Danilo_1859_1931,59842.0
3859,http://www.wikidata.org/entity/Q19963784,Heinrich Prechtler,P/Pollak_Heinrich_1857_1917,
3860,http://www.wikidata.org/entity/Q19971408,Karl Reinhold,R/Reinhold_Karl_1820_1887,45902.0
3861,http://www.wikidata.org/entity/Q19975247,Ignjat Sopron,S/Sopron_Ignaz_1820_1894,33436.0
3862,http://www.wikidata.org/entity/Q19971480,Ludwig Strakosch,S/Strakosch_Ludwig_1855_1919,29871.0
3863,http://www.wikidata.org/entity/Q20006657,Therese Teyber,T/Teyber_Therese_1760_1830,27232.0
3864,http://www.wikidata.org/entity/Q20026728,Johann Veit Kauperz,K/Kauperz_Johann-Veit_1741_1816,72688.0
3865,http://www.wikidata.org/entity/Q20057986,Pirmin Pockstaller,P/Pockstaller_Pirmin_1806_1875,49737.0
3866,http://www.wikidata.org/entity/Q20083242,Oktavian Regner von Bleyleben,R/Regner-Bleyleben_Oktavian_1866_1945,46351.0
3867,http://www.wikidata.org/entity/Q20057588,Julius Riccabona von Reichenfels,R/Riccabona-Reichenfels_Julius_1835_1924,45830.0
3868,http://www.wikidata.org/entity/Q20057395,Giovanni Battista Scrinzi di Montecroce,S/Scrinzi-Montecroce_Giovanni-Battista_1805_1885,35692.0
3869,http://www.wikidata.org/entity/Q20171976,Andreas Gebhart,G/Gebhart_Andreas_1881_1934,82241.0
3870,http://www.wikidata.org/entity/Q20165889,Franz Streitt,S/Streitt_Franciszek_1839_1890,30152.0
3871,http://www.wikidata.org/entity/Q20181147,Otto Herschel,H/Herschel_Otto_1871_,77807.0
3872,http://www.wikidata.org/entity/Q20204268,Luigi Lechi,L/Lechi_Luigi_1786_1867,64395.0
3873,http://www.wikidata.org/entity/Q20427946,Alois Egger,E/Egger-Moellwald_Alois_1829_1904,85600.0
3874,http://www.wikidata.org/entity/Q20436581,Jozef Kluch,K/Kluch_Joseph_1748_1826,70838.0
3875,http://www.wikidata.org/entity/Q20479310,Adalbert Liebus,L/Liebus_Adalbert_1876_1946,62957.0
3876,http://www.wikidata.org/entity/Q20435655,János Pálffy,P/Palffi-Tarcsafalva_Janos_1804_1857,52572.0
3877,http://www.wikidata.org/entity/Q20481731,József Péch,P/Pech_Jozsef_1829_1902,52017.0
3878,http://www.wikidata.org/entity/Q20481143,László Vörös,V/Voeroes-Farad_Laszlo_1849_1925,
3879,http://www.wikidata.org/entity/Q20525590,Andrija Kovačević,K/Kovacevic_Andrija_1879_1946,68693.0
3880,http://www.wikidata.org/entity/Q20521033,Ciril Pirc,P/Pirc_Ciril_1865_1941,50024.0
3881,http://www.wikidata.org/entity/Q20724984,Rosa Ethofer,E/Ethofer_Rosa_1877_1939,84270.0
3882,http://www.wikidata.org/entity/Q20644503,Anton Martius,M/Martius_Anton_1794_1876,59386.0
3883,http://www.wikidata.org/entity/Q20706536,Friedrich Schnirch,S/Schnirch_Friedrich_1791_1868,40073.0
3884,http://www.wikidata.org/entity/Q20755228,Rudolf Ganahl,G/Ganahl_Rudolf_1833_1910,82680.0
3885,http://www.wikidata.org/entity/Q20755200,Georg Granitsch,G/Granitsch_Georg_1833_1903,81176.0
3886,http://www.wikidata.org/entity/Q20752213,Olga Misař,M/Misar_Olga_1876_1950,56991.0
3887,http://www.wikidata.org/entity/Q20754879,Joseph Carl Rosenbaum,R/Rosenbaum_Josef-Karl_1770_1829,44079.0
3888,http://www.wikidata.org/entity/Q20755548,Anton Schmidt,S/Schmid_Anton_1826_1892,93940.0
3889,http://www.wikidata.org/entity/Q20752383,Louise Übermasser,S/Streitmann_Luise_1862_1939,30146.0
3890,http://www.wikidata.org/entity/Q20752923,Adolf Theer,T/Theer_Adolf_1811_1868,27343.0
3891,http://www.wikidata.org/entity/Q20819628,Amalie Pölzer,P/Poelzer_Amalie_1871_1924,49857.0
3892,http://www.wikidata.org/entity/Q20878703,Moritz Tullinger,T/Tullinger_Moritz_1866_1901,91260.0
3893,http://www.wikidata.org/entity/Q20901761,Giacomo Lazzarini,L/Lazarini_Giacomo-Lodovico_1840_1900,64239.0
3894,http://www.wikidata.org/entity/Q20901759,Ernst Ferdinand zu Windisch-Grätz,W/Windisch-Graetz_Ernst-Ferdinand-Weriand_1827_1918,
3895,http://www.wikidata.org/entity/Q21001526,Ferdinand Stegmayer,S/Stegmayer_Ferdinand_1801_1863,31778.0
3896,http://www.wikidata.org/entity/Q21032849,Franz Vogl,V/Vogl_Franz_1861_1921,
3897,http://www.wikidata.org/entity/Q21102573,Adalbert Kottulinsky,K/Kottulinsky-Kottulin_Adalbert_1847_1904,68627.0
3898,http://www.wikidata.org/entity/Q21102638,Josef Ursin,U/Ursin_Josef_1822_1896,
3899,http://www.wikidata.org/entity/Q21141068,Riccardo Ripamonti,R/Ripamonti_Riccardo_1849_1930,44853.0
3900,http://www.wikidata.org/entity/Q28605814,Josef Plank,P/Plank_Josef_1815_1901,49538.0
3901,http://www.wikidata.org/entity/Q28661319,Achille Viscusi,V/Viscusi_Achille_1869_1945,
3902,http://www.wikidata.org/entity/Q28798815,Othmar Murnik,M/Murnik_Othmar_1835_1901,55488.0
3903,http://www.wikidata.org/entity/Q28803452,Alexander Setznagel,S/Setznagel_Alexander_1801_1887,35159.0
3904,http://www.wikidata.org/entity/Q28864441,Maurus Kalkum,K/Kalkum_Maurus_1836_1893,73283.0
