i,item,itemLabel,oeblid,apis_id
245,http://www.wikidata.org/entity/Q87769,Ernst Emanuel von Silva-Tarouca,S/Silva-Tarouca_Ernst-Emanuel_1860_1936,34269.0
246,http://www.wikidata.org/entity/Q94346,Zdenko Hans Skraup,S/Skraup_Zdenko-Hans_1850_1910,34102.0
247,http://www.wikidata.org/entity/Q78586,Leo Slezak,S/Slezak_Leo_1873_1946,33578.0
248,http://www.wikidata.org/entity/Q90021,Joseph Späth,S/Spaeth_Josef_1823_1896,32866.0
249,http://www.wikidata.org/entity/Q79151,Othmar Spann,S/Spann_Othmar_1878_1950,32900.0
250,http://www.wikidata.org/entity/Q84516,Franz Seraph von Stadion,S/Stadion-Warthausen_Franz_1806_1853,32713.0
251,http://www.wikidata.org/entity/Q78676,Johann Philipp von Stadion,S/Stadion-Warthausen_Johann-Philipp-Karl_1763_1824,32716.0
252,http://www.wikidata.org/entity/Q85054,Fanny Starhemberg,S/Starhemberg_Franziska_1875_1943,32247.0
253,http://www.wikidata.org/entity/Q89285,Maximilian Steiner,S/Steiner_Maximilian_1830_1880,31251.0
254,http://www.wikidata.org/entity/Q87045,Martin Stephan,S/Stephan_Martin_1777_1846,30885.0
255,http://www.wikidata.org/entity/Q88418,Mathilde Sussin,S/Sussin_Mathilde_1876_1943,28767.0
256,http://www.wikidata.org/entity/Q90132,Karl Tersztyánszky von Nádas,T/Tersztyanszky-Nadas_Karl_1854_1921,27099.0
257,http://www.wikidata.org/entity/Q96678,Georg Daniel Teutsch,T/Teutsch_Georg-Daniel_1817_1893,27200.0
258,http://www.wikidata.org/entity/Q78802,Johann Amadeus Franz von Thugut,T/Thugut_Franz-Maria_1736_1818,26740.0
259,http://www.wikidata.org/entity/Q88523,Oswald von Thun und Hohenstein,T/Thun-Hohenstein-Salm-Reifferscheid_Oswald_1849_1913,26779.0
260,http://www.wikidata.org/entity/Q94623,Emilie Turecek,T/Turecek_Emilie_1848_1889,
261,http://www.wikidata.org/entity/Q78530,Viktor Ullmann,U/Ullmann_Viktor-Josef_1898_1944,
262,http://www.wikidata.org/entity/Q84287,Otto Wagner,W/Wagner_Otto-Koloman_1841_1918,
263,http://www.wikidata.org/entity/Q79184,Heinrich Wawra von Fernsee,W/Wawra-Fernsee_Heinrich-Blasius_1831_1887,
264,http://www.wikidata.org/entity/Q88280,Franz Xaver Weninger,W/Weninger_Franz-Xaver_1805_1888,
265,http://www.wikidata.org/entity/Q86958,Karl Werner,W/Werner_Karl_1821_1888,
266,http://www.wikidata.org/entity/Q84894,Anton Wildgans,W/Wildgans_Anton_1881_1932,
267,http://www.wikidata.org/entity/Q87526,Rudolf Wlassak,W/Wlassak_Rudolf_1865_1930,
268,http://www.wikidata.org/entity/Q112316,Christian von Appel,A/Appel_Christian_1785_1854,89987.0
269,http://www.wikidata.org/entity/Q113372,Vinzenz Ferrerius von Bianchi,B/Bianchi_Vinzenz-Ferrerius-Friedrich_1768_1855,88662.0
270,http://www.wikidata.org/entity/Q112156,Carl Claus,C/Claus_Karl-Friedrich_1835_1899,93028.0
271,http://www.wikidata.org/entity/Q113064,Alfred Collmann,C/Collmann_Alfred_1851_1937,86888.0
272,http://www.wikidata.org/entity/Q112560,Eduard Engelmann junior,E/Engelmann_Eduard_1864_1944,84643.0
273,http://www.wikidata.org/entity/Q99472,Anton Frind,F/Frind_Anton-Ludwig_1823_1881,82948.0
274,http://www.wikidata.org/entity/Q98781,Bernhard Galura,G/Galura_Bernhard_1764_1856,82643.0
275,http://www.wikidata.org/entity/Q99493,Anton Gebert,G/Gebert_Anton_1885_1942,
276,http://www.wikidata.org/entity/Q106121,Karl Haffner,H/Haffner_Karl_1804_1876,79567.0
277,http://www.wikidata.org/entity/Q114370,Franz Haller von Hallerkeö,H/Haller_Franz_1796_1875,79829.0
278,http://www.wikidata.org/entity/Q114049,Viktor Janka von Bulcs,J/Janka-Bulcs_Viktor_1837_1890,74816.0
279,http://www.wikidata.org/entity/Q114707,Viktor Mataja,M/Mataja_Viktor_1857_1934,58842.0
280,http://www.wikidata.org/entity/Q115072,Alfred Meissner,M/Meissner_Alfred_1871_1950,58050.0
281,http://www.wikidata.org/entity/Q114408,Adolf Mussafia,M/Mussafia_Adolf_1835_1905,55525.0
282,http://www.wikidata.org/entity/Q113857,Otto Pflanzl,P/Pflanzl_Otto_1865_1943,50941.0
283,http://www.wikidata.org/entity/Q114316,Hans Leo Przibram,P/Przibram_Hans-Leo_1874_1944,47883.0
284,http://www.wikidata.org/entity/Q111971,Rainer von Österreich,R/Rainer-Ferdinand__1827_1913,
285,http://www.wikidata.org/entity/Q113086,Christian Reithmann,R/Reithmann_Christian_1818_1909,46096.0
286,http://www.wikidata.org/entity/Q114400,Joseph Rheden,R/Rheden_Josef_1873_1946,45773.0
287,http://www.wikidata.org/entity/Q110458,Emmanuel Johann Schöbel,S/Schoebel_Emmanuel-Johann_1824_1909,39504.0
288,http://www.wikidata.org/entity/Q112191,Heinrich Wilhelm Schott,S/Schott_Heinrich-Wilhelm_1794_1865,38298.0
289,http://www.wikidata.org/entity/Q113809,Josef Strzygowski,S/Strzygowski_Josef_1862_1941,29756.0
290,http://www.wikidata.org/entity/Q112081,Wilhelm Franz von Habsburg-Lothringen,W/Wilhelm_Franz-Joseph-Karl_1895_1948,
291,http://www.wikidata.org/entity/Q138832,Cesare Cantù,C/Cantu_Cesare_1804_1895,87210.0
292,http://www.wikidata.org/entity/Q126505,Alois Martin David,D/David_Martin-Alois_1757_1836,86658.0
293,http://www.wikidata.org/entity/Q129356,Karl Egon Ebert,E/Ebert_Karl-Egon_1801_1882,85437.0
294,http://www.wikidata.org/entity/Q123956,Ludwig Theodor Elze,E/Elze_Ludwig-Theodor_1823_1900,85274.0
295,http://www.wikidata.org/entity/Q124503,Paul Feine,F/Feine_Paul_1859_1933,83904.0
296,http://www.wikidata.org/entity/Q122251,Karl Hilgenreiner,H/Hilgenreiner_Karl_1867_1948,77401.0
297,http://www.wikidata.org/entity/Q132721,Adam Rammelmayer,R/Ramelmayr_Adam_1807_1887,47303.0
298,http://www.wikidata.org/entity/Q153420,Wojciech Kętrzyński,K/Ketrzynski_Wojciech_1838_1919,72408.0
299,http://www.wikidata.org/entity/Q159963,Otakar Theer,T/Theer_Otakar_1880_1917,27355.0
300,http://www.wikidata.org/entity/Q569557,Anselm Hüttenbrenner,H/Huettenbrenner_Anselm_1794_1868,76219.0
301,http://www.wikidata.org/entity/Q546526,János Hunfalvy,H/Hunfalvy_Johann_1820_1888,75528.0
302,http://www.wikidata.org/entity/Q572063,Flóris Korb,K/Korb_Floris-Nandor_1860_1930,68956.0
303,http://www.wikidata.org/entity/Q570773,Antal Ligeti,L/Ligeti_Antal_1823_1890,63072.0
304,http://www.wikidata.org/entity/Q570279,Luigi Ricci,R/Ricci_Luigi_1805_1859,45839.0
305,http://www.wikidata.org/entity/Q569369,József Rippl-Rónai,R/Rippl-Ronai_Jozsef_1861_1927,44868.0
306,http://www.wikidata.org/entity/Q550825,Hans Rott,R/Rott_Hans_1858_1884,43781.0
307,http://www.wikidata.org/entity/Q563172,Anna Schimon-Regan,S/Schimon-Regan_Anna_1841_1902,
308,http://www.wikidata.org/entity/Q578400,Margit Wein,A/Abranyi-Laszlofalva-Mikefoeld_Margit_1861_1948,
309,http://www.wikidata.org/entity/Q588144,Anton Battig,B/Battig_Antonio_1832_1896,
310,http://www.wikidata.org/entity/Q588370,Anton Boller,B/Boller_Anton_1811_1869,92526.0
311,http://www.wikidata.org/entity/Q588986,Anton Dreher junior,D/Dreher_Anton_1849_1921,85930.0
312,http://www.wikidata.org/entity/Q597865,Nikolaus II. Esterházy de Galantha,E/Esterhazy_Nikolaus-II_1765_1833,
313,http://www.wikidata.org/entity/Q597740,Paul Grohmann,G/Grohmann_Paul_1838_1908,80726.0
314,http://www.wikidata.org/entity/Q590955,Anton Karl Grünwald,G/Gruenwald_Anton-Karl_1838_1920,80289.0
315,http://www.wikidata.org/entity/Q580264,Djordje Joannović,J/Joanovic_Djordje_1871_1932,74643.0
316,http://www.wikidata.org/entity/Q599916,Antonín Marek,M/Marek_Antonin_1785_1877,59654.0
317,http://www.wikidata.org/entity/Q591870,Anton Mauss,M/Mauss_Anton_1868_1917,58368.0
318,http://www.wikidata.org/entity/Q592259,Anton Ohorn,O/Ohorn_Anton_1846_1924,53317.0
319,http://www.wikidata.org/entity/Q592907,Anton Pohl,P/Pohl_Anton_1870_1939,49248.0
320,http://www.wikidata.org/entity/Q596404,Anton von Ruthner,R/Ruthner_Anton_1817_1897,43417.0
321,http://www.wikidata.org/entity/Q593945,Anton Schott,S/Schott_Anton_1866_1945,38291.0
322,http://www.wikidata.org/entity/Q588765,Anton David Steiger,S/Steiger-Amstein_Anton-David_1755_1832,93708.0
323,http://www.wikidata.org/entity/Q588744,Anton Cyril Stojan,S/Stojan_Antonin-Cyril_1851_1923,30212.0
324,http://www.wikidata.org/entity/Q600579,Antal Szkalnitzky,S/Szkalnitzky_Antal_1836_1878,28109.0
325,http://www.wikidata.org/entity/Q595015,Anton Uran,U/Uran_Anton_1920_1943,
326,http://www.wikidata.org/entity/Q580552,Hermann Winkelmann,W/Winkelmann_Hermann_1847_1912,
327,http://www.wikidata.org/entity/Q608342,Antonín František Bečvařovský,B/Becvarovsky_Anton-Felix_1754_1823,88871.0
328,http://www.wikidata.org/entity/Q624998,August Karl Joseph Corda,C/Corda_August-Karl-Josef_1805_1849,86941.0
329,http://www.wikidata.org/entity/Q634047,Miklós Jósika,J/Josika-Branyicska_Miklos_1794_1865,74096.0
330,http://www.wikidata.org/entity/Q613125,Tivadar Kosztka Csontváry,K/Kosztka_Tivadar_1853_1919,68579.0
331,http://www.wikidata.org/entity/Q606053,Antonio de Pian,P/Pian_Antonio_1784_1851,51005.0
332,http://www.wikidata.org/entity/Q609963,Wilhelm August Rieder,R/Rieder_Wilhelm-August_1796_1880,45300.0
333,http://www.wikidata.org/entity/Q608774,Antonín Sova,S/Sova_Antonin_1864_1928,32800.0
334,http://www.wikidata.org/entity/Q622305,Alexandru Vaida-Voievod,V/Vaida-Voevod_Alexandru_1872_1950,
335,http://www.wikidata.org/entity/Q647871,Siegmund von Hausegger,H/Hausegger_Siegmund_1872_1948,78976.0
336,http://www.wikidata.org/entity/Q637649,Heinrich von Hess,H/Hess_Heinrich_1788_1870,77958.0
337,http://www.wikidata.org/entity/Q640342,Leopold Carl Müller,M/Mueller_Leopold-Karl_1834_1892,55997.0
338,http://www.wikidata.org/entity/Q666501,Maximilian Njegovan,N/Njegovan_Maximilian_1858_1930,53987.0
339,http://www.wikidata.org/entity/Q646146,Walter Serner,S/Serner_Walter_1889_1942,35105.0
340,http://www.wikidata.org/entity/Q638747,Sándor Szurmay,S/Szurmay-Uzsok_Sandor_1860_1945,93663.0
341,http://www.wikidata.org/entity/Q662634,Viktor Tausk,T/Tausk_Viktor_1879_1919,27701.0
342,http://www.wikidata.org/entity/Q661633,Gábor Vajna,V/Vajna_Gabor_1891_1946,
343,http://www.wikidata.org/entity/Q658927,Alois Wehrle,W/Wehrle_Alois_1791_1835,
344,http://www.wikidata.org/entity/Q700345,Josef Abel,A/Abel_Josef_1764_1818,92329.0
345,http://www.wikidata.org/entity/Q698430,Heinrich von Bellegarde,B/Bellegarde_Heinrich_1756_1845,88977.0
346,http://www.wikidata.org/entity/Q693649,August Breisky,B/Breisky_August_1830_1889,88031.0
347,http://www.wikidata.org/entity/Q676025,Giulio Carcano,C/Carcano_Giulio_1812_1884,87232.0
348,http://www.wikidata.org/entity/Q685361,Thomas Ender,E/Ender_Thomas_1793_1875,85329.0
349,http://www.wikidata.org/entity/Q697194,Joseph von Eybler,E/Eybler_Joseph_1765_1846,84356.0
350,http://www.wikidata.org/entity/Q698709,Louis Charles Folliot de Crenneville,F/Folliot-Crenneville_Ludwig-Karl_1763_1840,
351,http://www.wikidata.org/entity/Q695675,Josef Hlávka,H/Hlavka_Josef_1831_1908,76981.0
352,http://www.wikidata.org/entity/Q695744,Karl Sigmund von Hohenwart,H/Hohenwart_Karl-Sigmund_1824_1899,76871.0
353,http://www.wikidata.org/entity/Q673686,Ludwig von Holzgethan,H/Holzgethan_Ludwig_1810_1876,76318.0
354,http://www.wikidata.org/entity/Q694698,Gustav Kálnoky,K/Kalnoky-Koeroespatak_Gustav-Sigmund_1832_1898,73356.0
355,http://www.wikidata.org/entity/Q677637,Armand Kaminka,K/Kaminka_Aharon_1866_1950,73454.0
356,http://www.wikidata.org/entity/Q698151,Bohumil Kubišta,K/Kubista_Bohumil_1884_1918,66539.0
357,http://www.wikidata.org/entity/Q697783,Ivan Kukuljević-Sakcinski,K/Kukuljevic-Sakcinski_Ivan_1816_1889,66075.0
358,http://www.wikidata.org/entity/Q697863,Karol Kuzmány,K/Kuzmany_Karol_1806_1866,65801.0
359,http://www.wikidata.org/entity/Q688695,Richard Mayr,M/Maier_Richard_1877_1935,60461.0
360,http://www.wikidata.org/entity/Q683579,Guglielmo Oberdan,O/Oberdank_Wilhelm_1858_1882,53715.0
361,http://www.wikidata.org/entity/Q689498,János von Pallavicini,P/Pallavicini_Janos_1848_1941,52606.0
362,http://www.wikidata.org/entity/Q699890,Alois von Pražák,P/Prazak_Alois_1820_1901,48754.0
363,http://www.wikidata.org/entity/Q699547,Johann Puluj,P/Puluj_Johann_1845_1918,47352.0
364,http://www.wikidata.org/entity/Q671839,Carl Rahl,R/Rahl_Karl_1812_1865,47148.0
365,http://www.wikidata.org/entity/Q668522,Joseph Russegger,R/Russegger_Josef_1802_1863,43364.0
366,http://www.wikidata.org/entity/Q688412,Ferdinand Schubert,S/Schubert_Ferdinand-Lukas_1794_1859,37670.0
367,http://www.wikidata.org/entity/Q688255,Armin Seydelmann,S/Seydelmann_Armin_1872_1946,35222.0
368,http://www.wikidata.org/entity/Q687135,Bertalan Szemere,S/Szemere_Bertalan_1812_1869,28634.0
369,http://www.wikidata.org/entity/Q711607,Simone Assemani,A/Assemani_Simone_1752_1821,90182.0
370,http://www.wikidata.org/entity/Q712420,Otokar Březina,B/Brezina_Otokar_1868_1929,88123.0
371,http://www.wikidata.org/entity/Q701504,Károly Ferenczy,F/Ferenczy_Karl_1862_1917,84090.0
372,http://www.wikidata.org/entity/Q716001,Artúr Görgei,G/Goergey-Goergoe-Toporcz_Arthur_1818_1916,81485.0
373,http://www.wikidata.org/entity/Q712360,Jaroslav Goll,G/Goll_Jaroslav_1846_1929,92180.0
374,http://www.wikidata.org/entity/Q712221,Arthur von Hübl,H/Huebl_Arthur_1853_1932,76137.0
375,http://www.wikidata.org/entity/Q710105,Arthur Kaan,K/Kaan_Arthur_1867_1940,73647.0
376,http://www.wikidata.org/entity/Q725492,František Tkadlík,K/Kadlik_Franz_1786_1840,73743.0
377,http://www.wikidata.org/entity/Q716504,Gábor Kazinczy,K/Kazinczy_Gabor_1818_1864,72759.0
378,http://www.wikidata.org/entity/Q701751,Ján Lipský,L/Lipszky-Szedlicsna_Janos_1766_1826,62682.0
379,http://www.wikidata.org/entity/Q711007,Arthur Porr,P/Porr_Arthur_1872_1915,49112.0
380,http://www.wikidata.org/entity/Q711026,Arthur Preuss,P/Preuss_Arthur_1878_1944,48197.0
381,http://www.wikidata.org/entity/Q709286,Arthur Ernst Rutra,R/Rutra_Arthur-Ernst_1892_1942,43429.0
382,http://www.wikidata.org/entity/Q727629,Jakub Jan Ryba,R/Ryba_Jakub-Jan_1765_1815,43507.0
383,http://www.wikidata.org/entity/Q715075,József Schweidel,S/Schweidel_Jozsef_1796_1849,36197.0
384,http://www.wikidata.org/entity/Q712249,Arthur von Seckendorff-Gudent,S/Seckendorff-Gudent_Arthur_1845_1886,35787.0
385,http://www.wikidata.org/entity/Q707106,Carl August von Steinheil,S/Steinheil_Carl-August_1801_1870,31327.0
386,http://www.wikidata.org/entity/Q708238,Jan Styka,S/Styka_Jan_1858_1925,29244.0
387,http://www.wikidata.org/entity/Q716145,Mihailo Vitković,V/Vitkovics_Mihaly_1778_1829,
388,http://www.wikidata.org/entity/Q741464,Sámuel Baron Jósika von Branyicska,J/Josika-Branyicska_Samu_1805_1860,74099.0
389,http://www.wikidata.org/entity/Q738539,Carlo Michelstaedter,M/Michelstaedter_Carlo_1887_1910,57955.0
390,http://www.wikidata.org/entity/Q729349,Franz Schönthaler,S/Schoenthaler_Franz_1821_1904,38584.0
391,http://www.wikidata.org/entity/Q732081,Ludwig von Starhemberg,S/Starhemberg_Ludwig_1762_1833,32250.0
392,http://www.wikidata.org/entity/Q771279,Rudolf von Arthaber,A/Arthaber_Rudolf_1795_1867,90119.0
393,http://www.wikidata.org/entity/Q766082,Auguste Auspitz-Kolár,A/Auspitz-Kolar_Auguste_1843_1878,
394,http://www.wikidata.org/entity/Q761164,August Einspinner,E/Einspinner_August_1870_1927,85099.0
395,http://www.wikidata.org/entity/Q767796,Augustin I. Bartolomäus Hille,H/Hille_Augustin-Bartholomaeus_1786_1865,77416.0
396,http://www.wikidata.org/entity/Q761962,August Hornbostel,H/Hornbostel_August-Gottlieb_1786_1838,76481.0
397,http://www.wikidata.org/entity/Q761774,Károly Kétly,K/Ketly-Csurgo_Karoly_1839_1927,72405.0
398,http://www.wikidata.org/entity/Q762589,August Köstlin,K/Koestlin_August_1825_1894,69549.0
399,http://www.wikidata.org/entity/Q766691,Auguste Lazar,L/Lazar_Auguste_1887_1970,64257.0
400,http://www.wikidata.org/entity/Q763422,August Piepenhagen,P/Piepenhagen_August_1791_1868,50493.0
401,http://www.wikidata.org/entity/Q827855,Berthold Bretholz,B/Bretholz_Berthold_1862_1936,88092.0
402,http://www.wikidata.org/entity/Q833138,Károly Brocky,B/Brocky_Karl_1807_1855,87440.0
403,http://www.wikidata.org/entity/Q832280,Zsigmond Czakó,C/Czako_Siegmund_1820_1847,86411.0
404,http://www.wikidata.org/entity/Q805612,Balthasar Hunold,H/Hunold_Balthasar_1828_1884,75537.0
405,http://www.wikidata.org/entity/Q832775,Hans Knirsch,K/Knirsch_Hans_1877_1933,70307.0
406,http://www.wikidata.org/entity/Q825240,Bernhard Hieronymus Ludwig,L/Ludwig_Bernhard-Hieronymus_1834_1897,61554.0
407,http://www.wikidata.org/entity/Q807711,Barbara von Gagern,P/Pacher-Theinburg_Barbara_1855_1925,
408,http://www.wikidata.org/entity/Q823400,Juraj Palkovič,P/Palkovic_Jiri_1769_1850,52593.0
409,http://www.wikidata.org/entity/Q820393,Nathan Porges,P/Porges_Nathan_1848_1924,49100.0
410,http://www.wikidata.org/entity/Q828029,Berthold Rottler,R/Rottler_Berthold_1748_1826,43772.0
411,http://www.wikidata.org/entity/Q828060,Berthold Storfer,S/Storfer_Berthold_1880_1944,30390.0
412,http://www.wikidata.org/entity/Q827749,Bertha Unzelmann,W/Wagner-Unzelmann_Bertha_1822_1858,
413,http://www.wikidata.org/entity/Q872147,Josef Rebell,R/Rebell_Josef_1787_1828,46959.0
414,http://www.wikidata.org/entity/Q872668,Gregor Ćevapović,C/Cevapovic_Gregor_1786_1830,87331.0
415,http://www.wikidata.org/entity/Q875314,Dezső Csánki,C/Csanki_Deszoe_1857_1933,87013.0
416,http://www.wikidata.org/entity/Q877506,Jakob Julius David,D/David_Jakob-Julius_1859_1906,86655.0
417,http://www.wikidata.org/entity/Q904396,József Dessewffy,D/Dessewffy-Czernek-Tarkeoe_Josef_1771_1843,86180.0
418,http://www.wikidata.org/entity/Q898398,Pál Gyulai,G/Gyulai_Paul_1826_1909,79950.0
419,http://www.wikidata.org/entity/Q881901,Blasius Höfel,H/Hoefel_Blasius_1792_1863,77101.0
420,http://www.wikidata.org/entity/Q875206,Heinrich von Mattoni,M/Mattoni_Heinrich_1830_1910,58998.0
421,http://www.wikidata.org/entity/Q901726,Daniel Rastić,R/Rastic_Daniel_1794_1853,46719.0
422,http://www.wikidata.org/entity/Q905900,Dionýs Štúr,S_42/Stur_Dionys_1827_1893,29187.0
423,http://www.wikidata.org/entity/Q872914,Rudolf Swoboda,S_43/Swoboda_Rudolf_1859_1914,29007.0
424,http://www.wikidata.org/entity/Q877481,Emanuel Schreiber,S/Schreiber_Emanuel_1852_1932,38544.0
425,http://www.wikidata.org/entity/Q872914,Rudolf Swoboda,S/Swoboda_Rudolf_1859_1914,29007.0
426,http://www.wikidata.org/entity/Q873357,Joseph Teltscher,T/Teltscher_Josef-Eduard_1801_1837,27880.0
427,http://www.wikidata.org/entity/Q928408,Alexander zu Hohenlohe-Waldenburg-Schillingsfürst,H/Hohenlohe-Waldenburg-Schillingsfuerst_Alexander_1794_1849,76863.0
428,http://www.wikidata.org/entity/Q927802,Carl Rudolf Huber,H/Huber_Carl-Rudolf_1839_1896,76061.0
429,http://www.wikidata.org/entity/Q930952,Dániel Irányi,I/Iranyi_Daniel_1822_1892,75182.0
430,http://www.wikidata.org/entity/Q927192,Broncia Koller-Pinell,K/Koller_Bronislawa_1863_1934,69239.0
431,http://www.wikidata.org/entity/Q913253,Karl von Moll,M/Moll_Karl-Ehrenbert_1760_1838,56643.0
432,http://www.wikidata.org/entity/Q920686,Ottó Petzval,P/Petzval_Otto_1809_1883,50720.0
433,http://www.wikidata.org/entity/Q924557,Medo Pucić,P/Pucic_Medo_1821_1882,47968.0
434,http://www.wikidata.org/entity/Q940735,György Vastagh,V/Vastagh_Gyoergy_1834_1922,
435,http://www.wikidata.org/entity/Q922623,Benedek Virág,V/Virag_Benedek_1754_1830,
436,http://www.wikidata.org/entity/Q962432,Jan Kasprowicz,K/Kasprowicz_Jan_1860_1926,72468.0
437,http://www.wikidata.org/entity/Q949857,Viktor Külföldi,K/Kuelfoeldi_Viktor_1844_1894,66689.0
438,http://www.wikidata.org/entity/Q959415,József Szinnyei,S/Szinnyei_Jozsef_1857_1943,28103.0
439,http://www.wikidata.org/entity/Q950581,Josef Velenovský,V/Velenovsky_Josef_1858_1949,
440,http://www.wikidata.org/entity/Q947299,Béla Vikár,V/Vikar_Bela_1859_1945,
441,http://www.wikidata.org/entity/Q993011,Bruno Bauer,B/Bauer_Bruno_1880_1938,89371.0
442,http://www.wikidata.org/entity/Q981793,Ferdinand Blumentritt,B/Blumentritt_Ferdinand_1853_1913,
443,http://www.wikidata.org/entity/Q987116,Elek Dósa,D/Dosa_Elek_1803_1867,
444,http://www.wikidata.org/entity/Q990802,Elek Erkel,E/Erkel_Elek_1843_1893,84848.0
445,http://www.wikidata.org/entity/Q995552,János Fadrusz,F/Fadrusz_Johann_1858_1903,84416.0
446,http://www.wikidata.org/entity/Q1000902,Imre Fest,F/Fest_Emerich_1817_1883,84138.0
447,http://www.wikidata.org/entity/Q1001611,Ernő Fináczy,F/Finaczy_Ernst_1860_1935,83526.0
448,http://www.wikidata.org/entity/Q972561,Ludwig Ferdinand Graf,G/Graf_Ludwig-Ferdinand_1868_1932,81151.0
449,http://www.wikidata.org/entity/Q980717,Alfred Grünewald,G/Gruenewald_Alfred_1884_1941,80252.0
450,http://www.wikidata.org/entity/Q981034,Ivan Hribar,H/Hribar_Ivan_1851_1941,75968.0
451,http://www.wikidata.org/entity/Q980550,Jozef Murgaš,M/Murgas_Josef_1854_1929,55472.0
452,http://www.wikidata.org/entity/Q975561,Josef Strobach,S/Strobach_Josef-Karl_1852_1905,29569.0
453,http://www.wikidata.org/entity/Q1041823,Carlo Amati,A/Amati_Carlo_1776_1852,90463.0
454,http://www.wikidata.org/entity/Q1031285,István Géczy,G/Geczy_Stefan_1860_1936,82244.0
455,http://www.wikidata.org/entity/Q1009174,Antal Genersich,G/Genersich_Anton_1842_1918,82334.0
456,http://www.wikidata.org/entity/Q1033259,Emerich Halász,H/Halasz_Emerich_1841_1918,79766.0
457,http://www.wikidata.org/entity/Q1029006,Camilla Jellinek,J/Jellinek_Camilla_1860_1940,74436.0
458,http://www.wikidata.org/entity/Q1025449,Caesarine Kupfer-Gomansky,K/Kupfer-Gomansky_Caesarine_1818_1886,66323.0
459,http://www.wikidata.org/entity/Q1039339,Carl Lafite,L/Lafite_Carl_1872_1944,65317.0
460,http://www.wikidata.org/entity/Q1040341,Carl Rössler,R/Roessler_Karl_1864_1948,44473.0
