oeblxmlname,awLabel,aw_url,instance_of,location,inception,creator,mainsubject,mainsubjectLabel,depicts,depictsLabel,madefrom,height,width
S/Schoenecker_Eduard_1885_1963,Casino-Stadion Hohe Warte,,,,,,,,,,,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q83772,toplessness,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q83772,toplessness,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q746591,diadem,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q746591,diadem,http://www.wikidata.org/entity/Q296955,,
J/Janko_Paul_1856_1919,Janko keyboard,,,,,,,,,,,,
P/Pellico_Silvio_1789_1854,Ester d'Engaddi,,,,,,,,,,,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q42177,bed,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q168456,earring,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q46847,ring,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q42177,bed,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q168456,earring,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q46847,ring,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q9103,breast,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q9103,breast,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q43801,umbilicus,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q43801,umbilicus,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q7445455,see-through clothing,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q54128,domestic worker,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q54128,domestic worker,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q3478442,half reclining,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q197204,fur,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q3478442,half reclining,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q197204,fur,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q635,Cleopatra,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q635,Cleopatra,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q2111434,pendant,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q2111434,pendant,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q235544,flame,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q235544,flame,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q899035,brasero,http://www.wikidata.org/entity/Q296955,,
S/Segantini_Giovanni_1858_1899,The Evil Mothers,,,http://www.wikidata.org/entity/Q303139,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379300,,,,,http://www.wikidata.org/entity/Q296955,105,200
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q899035,brasero,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q10737,suicide,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q10737,suicide,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q201664,bracelet,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q201664,bracelet,http://www.wikidata.org/entity/Q296955,,
B/Bella_Johann-Levoslav_1843_1936,Wieland der Schmied,,,,1880-01-01T00:00:00Z,,,,,,,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q395295,agony,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q395295,agony,http://www.wikidata.org/entity/Q296955,,
R/Rais_Karel-Vaclav_1859_1926,Q10857261,,,,1893-01-01T00:00:00Z,,,,,,,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q467,woman,http://www.wikidata.org/entity/Q296955,,
M/Makart_Hans_1840_1884,The Death of Cleopatra,,,http://www.wikidata.org/entity/Q869781,1876-01-01T00:00:00Z,http://www.wikidata.org/entity/Q511444,,,http://www.wikidata.org/entity/Q467,woman,http://www.wikidata.org/entity/Q296955,,
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q384941,George,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q654437,executor,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q3388976,Piotr Opaliński,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q229434,Bona Sforza,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q712444,Konstanty Ostrogski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q54058,Sigismund II Augustus,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q10856,Columbidae,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q40433,"Albert, Duke in Prussia",http://www.wikidata.org/entity/Q12321255,388,785
H/Hasenauer_Karl_1833_1894,Kunsthistorisches Museum,,,http://www.wikidata.org/entity/Q1741,1889-01-01T00:00:00Z,,,,,,,,
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q6150043,Jan Tarnowski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q972632,Stańczyk,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q2657145,Albertas Goštautas,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q2850597,Anna Radziwiłł,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q225524,Frederick II of Legnica,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q433635,Mauritius Ferber,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q173603,helmet,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q18366495,Friedrich von Heydeck,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q1143171,St. Mary's Basilica,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q3635324,Bartolommeo Berrecci,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q3201208,Piotr Tomicki,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q271509,"Hedwig Jagiellon, Electress of Brandenburg",http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q649552,Józef Szujski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q42436,flag of Poland,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q54056,Sigismund I the Old,http://www.wikidata.org/entity/Q296955,388,785
H/Hoffmann_Josef-Franz-Maria_1870_1956,Stoclet Palace,,,,1905-01-01T00:00:00Z,,,,,,,,
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q12791,sword,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q680654,Hieronymus Jaroslaw Łaski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q7253161,Prussian Homage,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q1378676,Janusz III of Masovia,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q4759638,Andrzej Kościelecki,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q457254,Teodora Matejko,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q9394620,Łukasz II Górka,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q355998,Piotr Kmita Sobieński,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q339351,Jan Łaski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q4759725,Andrzej Tęczyński,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q18366538,Krzysztof Kreutzer,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q12791,sword,http://www.wikidata.org/entity/Q12321255,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q10856,Columbidae,http://www.wikidata.org/entity/Q12321255,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q4991371,soldier,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q1645646,Seweryn Boner,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q40433,"Albert, Duke in Prussia",http://www.wikidata.org/entity/Q296955,388,785
B/Boltzmann_Ludwig_1844_1906,Boltzmann constant,,,,,,,,,,,,
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q3388976,Piotr Opaliński,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q229434,Bona Sforza,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q712444,Konstanty Ostrogski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q728694,Krzysztof Szydłowiecki,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q972632,Stańczyk,http://www.wikidata.org/entity/Q296955,388,785
B/Boltzmann_Ludwig_1844_1906,Stefan-Boltzmann constant,,,,,,,,,,,,
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q461585,orb,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q2850597,Anna Radziwiłł,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q225524,Frederick II of Legnica,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q433635,Mauritius Ferber,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q2587484,Przecław Lanckoroński,http://www.wikidata.org/entity/Q296955,388,785
H/Hasenauer_Karl_1833_1894,Kunsthistorisches Museum,,,http://www.wikidata.org/entity/Q699952,1889-01-01T00:00:00Z,,,,,,,,
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q18366495,Friedrich von Heydeck,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q1143171,St. Mary's Basilica,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q3201208,Piotr Tomicki,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q4484973,Mikołaj Firlej,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q384941,George,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q654437,executor,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q649552,Józef Szujski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q54056,Sigismund I the Old,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q54058,Sigismund II Augustus,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q195311,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q12791,sword,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q10856,Columbidae,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q40433,"Albert, Duke in Prussia",http://www.wikidata.org/entity/Q12321255,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q6150043,Jan Tarnowski,http://www.wikidata.org/entity/Q296955,388,785
M/Matejko_Jan_1838_1893,Prussian Homage,,,http://www.wikidata.org/entity/Q569445,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q189117,,,http://www.wikidata.org/entity/Q2657145,Albertas Goštautas,http://www.wikidata.org/entity/Q296955,388,785
